Paper Title,Total Authors,Female Authors,lead?,Local_Collaboration?,national_collaboration?,International_collaboration?,Study Domain Terms,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing,Total Authors,Female Authors
,,,,,,,,Johann Glock,Male,University of Klagenfurt,Austria,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,
,,,,,,,,Christian Macho,Male,University of Klagenfurt,Austria,0,0,1,1,0,0,0,0,0,0,1,0,1,1,,
,,,,,,,,Martin Pinzger,Male,University of Klagenfurt,Austria,0,0,0,1,0,1,0,0,0,1,0,0,1,1,,
Mining for cost awareness in the infrastructure as code artifacts of cloud-based applications: An exploratory study,5,0,0,0,0,1,Cloud Computing; Cost Optimization; Infrastructure-as-Code; Empirical Software Engineering; Deployment Automation,Daniel Feitosa,Male,"Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen",The Netherlands,1,1,1,0,0,1,0,0,1,1,1,0,1,0,5,0
,,,,,,,,Matei-Tudor Penca,Male,"Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen",The Netherlands,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Massimiliano Berardi,Male,"Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen",The Netherlands,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Rares-Dorian Boza,Male,"Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen",The Netherlands,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Vasilios Andrikopoulos,Male,"Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen",The Netherlands,1,0,0,0,0,1,0,0,0,1,1,0,1,0,,
Modeling and safety analysis for collaborative safety-critical systems using hierarchical colored Petri nets,3,0,0,0,0,1,Collaborative Systems; Safety-Critical Systems; Colored Petri Nets; System Failure Mitigation; Formal Methods in Safety Analysis,Nazakat Ali,Male,"Mälardalen University, Västerås",Sweden,1,0,1,0,1,1,0,0,1,0,0,0,1,1,3,0
,,,,,,,,Sasikumar Punnekkat,Male,"Mälardalen University, Västerås",Sweden,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Abdul Rauf,Male,"Knightec AB, Västerås",Sweden,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
Modeling microservice architectures,3,0,0,0,0,1,Microservice Architectures; Architecture Modeling; Container Orchestration; Hypergraph-based Modeling; Software Architecture,Javier Esparza-Peidro,Male,"Instituto Universitario Mixto Tecnológico de Informática, Universitat Politècnica de València",Spain,1,0,1,1,1,1,0,0,1,0,1,0,1,1,3,0
,,,,,,,,Francesc D. Muñoz-Escoí,Male,"Instituto Universitario Mixto Tecnológico de Informática, Universitat Politècnica de València",Spain,1,0,1,0,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,José M. Bernabéu-Aubán,Male,"Instituto Universitario Mixto Tecnológico de Informática, Universitat Politècnica de València",Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Monitoring tools for DevOps and microservices: A systematic grey literature review,17,1,0,0,0,1,DevOps Practices; Microservice Architecture; System Monitoring; Grey Literature Review; Software Quality,L. Giamattei,Female,"University of Naples Federico II, Italy",Italy,1,1,1,0,1,1,0,0,1,0,1,1,1,1,17,1
,,,,,,,,A. Guerriero,Male,"University of Naples Federico II, Italy",Italy,1,1,1,0,1,1,0,0,0,0,1,1,1,1,,
,,,,,,,,R. Pietrantuono,Male,"University of Naples Federico II, Italy",Italy,1,0,0,1,0,1,1,1,0,1,1,1,1,1,,
,,,,,,,,S. Russo,Male,"University of Naples Federico II, Italy",Italy,0,0,0,0,0,1,0,1,0,1,1,1,1,1,,
,,,,,,,,I. Malavolta,Male,"Vrije Universiteit Amsterdam, The Netherlands",The Netherlands,1,1,1,0,1,1,0,0,1,1,1,1,1,1,,
,,,,,,,,T. Islam,Male,"Vrije Universiteit Amsterdam, The Netherlands",The Netherlands,0,1,1,0,0,0,0,0,0,0,1,1,1,1,,
,,,,,,,,M. Dînga,Male,"Vrije Universiteit Amsterdam, The Netherlands",The Netherlands,0,1,1,0,0,0,0,0,0,0,1,1,0,1,,
,,,,,,,,A. Koziolek,Male,"Karlsruhe Institute of Technology, Germany",Germany,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,
,,,,,,,,S. Singh,Male,"Karlsruhe Institute of Technology, Germany",Germany,0,1,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,M. Armbruster,Male,"Karlsruhe Institute of Technology, Germany",Germany,0,1,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,J.M. Gutierrez-Martinez,Male,"University of Alcalá, Alcalá de Henares, Madrid, Spain",Spain,0,1,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,S. Caro-Alvaro,Male,"University of Alcalá, Alcalá de Henares, Madrid, Spain",Spain,0,1,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,D. Rodriguez,Male,"University of Alcalá, Alcalá de Henares, Madrid, Spain",Spain,0,1,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,S. Weber,Male,"FZI Research Center for Information Technology, Germany",Germany,0,1,1,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,J. Henss,Male,"FZI Research Center for Information Technology, Germany",Germany,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,
,,,,,,,,E. Fernandez Vogelin,Female,"Panel Sistemas Informaticos, Madrid, Spain",Spain,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,F. Simon Panojo,Male,"Panel Sistemas Informaticos, Madrid, Spain",Spain,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Multi-granularity coverage criteria for deep reinforcement learning systems,3,2,1,1,1,0,"Reinforcement Learning, Deep Learning, Coverage, Safety, Security",Ying Shi,Female,"School of Automation Science and Electrical Engineering, Beihang University (BUAA)",China,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
,,,,,,,,Beibei Yin,Female,"School of Automation Science and Electrical Engineering, Beihang University (BUAA)",China,1,0,0,0,0,1,0,0,0,0,0,1,0,1,,
,,,,,,,,Zheng Zheng,Male,"School of Automation Science and Electrical Engineering, Beihang University (BUAA)",China,0,0,0,1,1,1,0,0,0,1,0,0,0,1,,
Not all requirements prioritization criteria are equal at all times: A quantitative analysis,2,0,0,0,0,1,"Requirements Engineering, Decision-making, Prioritization, Software Development, Quantitative Analysis",Richard Berntsson Svensson,Male,"Department of Computer Science and Engineering, Chalmers and University of Gothenburg",Sweden,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,0
,,,,,,,,Richard Torkar,Male,"Department of Computer Science and Engineering, Chalmers and University of Gothenburg, Stellenbosch Institute for Advanced Study","Sweden, South Africa",0,1,1,0,0,1,0,0,0,0,1,1,1,1,,
On the effectiveness of developer features in code smell prioritization: A replication study,6,1,0,1,1,0,"code smells, prioritization, developer features, feature selection, model explanation",Zijie Huang,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",China,1,0,0,0,0,1,0,0,0,0,0,1,1,0,6,1
,,,,,,,,Huiqun Yu,Female,"Department of Computer Science and Engineering, East China University of Science and Technology",China,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Guisheng Fan,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Zhiqing Shao,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Ziyi Zhou,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Mingchen Li,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
On the effectiveness of hybrid pooling in mixup-based graph learning for language processing,8,0,0,0,0,1,"Graph Neural Networks, Data Augmentation, Graph Pooling, Natural Language Processing, Programming Language Processing",Zeming Dong,Male,Kyushu University,Japan,1,1,1,0,1,1,0,1,0,0,1,1,1,1,8,0
,,,,,,,,Qiang Hu,Male,University of Luxembourg,Luxembourg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Zhenya Zhang,Male,Kyushu University,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Yuejun Guo,Male,Luxembourg Institute of Science and Technology,Luxembourg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Maxime Cordy,Male,University of Luxembourg,Luxembourg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Mike Papadakis,Male,University of Luxembourg,Luxembourg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Yves Le Traon,Male,University of Luxembourg,Luxembourg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Jianjun Zhao,Male,Kyushu University,Japan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
On the impact of multiple source code representations on software engineering tasks—An empirical study,4,0,0,1,1,0,"Code classification, clone detection, AST, CFG, PDG",Karthik Chandra Swarna,Male,Indian Institute of Technology Tirupati,India,0,1,1,0,1,1,0,0,1,0,1,1,1,1,4,0
,,,,,,,,Noble Saji Mathews,Male,Indian Institute of Technology Tirupati,India,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,
,,,,,,,,Dheeraj Vagavolu,Male,Indian Institute of Technology Tirupati,India,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,
,,,,,,,,Sridhar Chimalakonda,Male,Indian Institute of Technology Tirupati,India,1,0,0,0,0,1,0,0,0,1,0,0,1,1,,
OneSpace: Detecting cross-language clones by learning a common embedding space,2,0,0,0,0,1,"cross-language clones, clone detection, embedding space, Siamese Network, Word-Mover-Distance",Mohammed El Arnaoty,Male,"Department of Computer Science, Virginia Tech, United States; Department of Computer Science, Cairo University, Giza, Egypt","United States, Egypt",0,1,1,0,1,1,0,0,1,0,1,1,1,1,2,0
,,,,,,,,Francisco Servant,Male,"ITIS Software, Universidad de Málaga, Málaga, Spain",Spain,1,0,1,0,0,1,1,0,0,1,1,0,1,1,,
Pandemic startup software engineering: An experience report on the development of a COVID-19 certificate verification system,4,0,0,0,0,1,"pandemic, verification system, software engineering, startup, emergencies",Richard May,Male,"Harz University, Wernigerode",Germany,1,1,0,0,1,1,0,1,0,0,1,1,1,1,4,0
,,,,,,,,Niklas Baron,Male,"Harz University, Wernigerode",Germany,1,1,0,0,1,1,0,1,0,0,1,1,1,1,,
,,,,,,,,Jacob Krüger,Male,Eindhoven University of Technology,The Netherlands,1,0,0,0,0,1,0,0,0,1,1,1,1,1,,
,,,,,,,,Thomas Leich,Male,"Harz University, Wernigerode",Germany,1,0,0,0,0,0,1,0,0,1,1,0,1,1,,
PASDA: A partition-based semantic differencing approach with best effort classification of undecided cases,3,0,0,0,1,0,"equivalence checking, semantic differencing, program analysis, classification heuristics, symbolic execution",Johann Glock,Male,"Department of Informatics Systems, University of Klagenfurt",Austria,1,1,1,0,1,1,1,0,1,0,1,1,1,1,3,0
,,,,,,,,Josef Pichler,Male,"School of Informatics, Communications and Media, University of Applied Sciences Upper Austria",Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Martin Pinzger,Male,"Department of Informatics Systems, University of Klagenfurt",Austria,1,0,0,1,0,0,0,1,0,1,0,0,0,1,,
Performability evaluation of NoSQL-based storage systems,5,0,0,0,1,0,"NoSQL, cloud storage, database consistency, stochastic models, quorum technique",Carlos Araújo,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,1,1,1,0,0,0,0,0,0,0,1,0,1,0,5,0
,,,,,,,,Meuse Oliveira Jr.,Male,Instituto Federal de Pernambuco,Brazil,1,0,0,0,1,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Bruno Nogueira,Male,Universidade Federal de Alagoas,Brazil,0,1,0,0,1,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Paulo Maciel,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,0,0,1,0,1,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Eduardo Tavares,Male,"Centro de Informática, Universidade Federal de Pernambuco",Brazil,1,0,1,0,0,0,0,0,0,1,0,0,0,1,,
"Software aging, prediction models, TTAF, machine learning, rejuvenation",6,0,0,1,0,1,Kai Jia,Male,"a: Wuhan University of Technology, Hubei, China; b: Chongqing Research Institute, Wuhan University of Technology, Chongqing, China",China,1,0,1,0,0,1,0,0,0,0,0,1,1,0,,6,0
,,,,,,,Xiao Yu,Male,"a: Wuhan University of Technology, Hubei, China; b: Chongqing Research Institute, Wuhan University of Technology, Chongqing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
,,,,,,,Chen Zhang,Male,"a: Wuhan University of Technology, Hubei, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
,,,,,,,Wenzhi Xie,Male,"a: Wuhan University of Technology, Hubei, China",China,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,,,,,,Dongdong Zhao,Male,"a: Wuhan University of Technology, Hubei, China; b: Chongqing Research Institute, Wuhan University of Technology, Chongqing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
,,,,,,,Jianwen Xiang,Male,"a: Wuhan University of Technology, Hubei, China; b: Chongqing Research Institute, Wuhan University of Technology, Chongqing, China",China,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,,
Potential effectiveness and efficiency issues in usability evaluation within digital health: A systematic literature review,2,0,0,1,1,0,"Digital Health, Usability, mHealth, Telehealth, Wearable Devices",Bilal Maqbool,Male,"Department of Mathematics and Computer Science, Faculty of Health, Science and Technology, Karlstad University",Sweden,1,1,0,0,1,1,0,1,0,0,1,0,1,1,2,0
,,,,,,,,Sebastian Herold,Male,"Department of Mathematics and Computer Science, Faculty of Health, Science and Technology, Karlstad University",Sweden,1,0,0,0,1,1,0,0,0,1,1,0,0,1,,
"Processes, methods, and tools in model-based engineering—A qualitative multiple-case study",3,0,0,0,0,1,"Model-based engineering, development processes, agile development, MBE challenges, tool vendors",Jörg Holtmann,Male,"Department of Computer Science & Engineering, Chalmers","University of Gothenburg, Gothenburg, Sweden",Sweden,1,1,0,0,1,1,0,0,0,0,1,0,1,3,0
,,,,,,,,Grischa Liebel,Male,"Department of Computer Science, School of Technology, Reykjavik University, Reykjavik, Iceland",Iceland,1,1,0,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,Jan-Philipp Steghöfer,Male,"XITASO GmbH IT & Software Solutions, Augsburg, Germany",Germany,1,1,0,1,1,1,0,0,0,0,1,0,1,1,,
Program dependence net and on-demand slicing for property verification of concurrent system and software,4,0,0,1,1,0,"Concurrent software, Program slicing, Model checking, Petri nets, Temporal logic",Zhijun Ding,Male,"Tongji University, Shanghai",China,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
,,,,,,,,Shuo Li,Male,"Tongji University, Shanghai",China,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,
,,,,,,,,Cheng Chen,Male,"Tongji University, Shanghai",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Cong He,Male,"Tongji University, Shanghai",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
"Programming under the influence: On the effect of Heat, Noise, and Alcohol on novice programmers",3,1,0,1,1,0,"Cognitive performance, Environmental stressors, Programming tasks, Noise effects, Alcohol effects",Claus Brabrand,Male,IT University of Copenhagen,Denmark,1,0,1,0,1,1,1,1,0,0,1,1,1,,3,1
,,,,,,,,Nanna Inie,Female,IT University of Copenhagen,Denmark,1,0,0,0,0,0,0,1,0,0,0,0,1,1,,
,,,,,,,,Paolo Tell,Male,IT University of Copenhagen,Denmark,1,1,0,0,1,1,1,1,0,0,1,1,1,1,,
Project-specific code summarization with in-context learning,4,0,0,0,0,1,"code summarization, neural prompt selector, project-specific, LLMs, BLEU-4",Shangbo Yun,Male,"School of Software, Shanghai Jiao Tong University, Shanghai, China",China,0,1,0,0,1,1,0,0,0,0,0,0,1,1,4,0
,,,,,,,,Shuhuai Lin,Male,"Department of Electrical and Computer Engineering, Carnegie Mellon University, Mountain View, United States",United States,0,1,0,0,1,1,0,0,0,0,0,0,1,0,,
,,,,,,,,Xiaodong Gu,Male,"School of Software, Shanghai Jiao Tong University, Shanghai, China",China,1,0,0,0,0,0,1,1,0,1,0,0,1,1,,
,,,,,,,,Beijun Shen,Male,"School of Software, Shanghai Jiao Tong University, Shanghai, China",China,1,0,0,1,0,0,1,1,0,1,0,0,1,1,,
Promoting open science in test-driven software experiments,2,0,0,1,1,0,"Open science, software engineering, data structures, experimental evaluations, AI-based code completion",Marcus Kessel,Male,University of Mannheim,Germany,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0
,,,,,,,,Colin Atkinson,Male,University of Mannheim,Germany,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Property probes: Live exploration of program analysis results,4,1,0,0,1,0,"program analysis, debugging, dataflow analysis, compilers, interactive development",Anton Risberg Alaküla,Male,Lund University,Sweden,1,0,0,0,1,1,0,0,1,0,0,1,1,0,4,1
,,,,,,,,Görel Hedin,Female,Lund University,Sweden,1,0,0,0,1,1,1,0,0,1,0,0,0,1,,
,,,,,,,,Niklas Fors,Male,Lund University,Sweden,1,0,0,0,1,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Adrian Pop,Male,Linköping University,Sweden,1,0,0,0,0,0,1,0,0,1,0,0,0,1,,
qSOA®: Dynamic integration for hybrid quantum/Classical software systems,3,0,0,0,1,0,"quantum computing, software engineering, hybrid systems, quantum algorithms, software integration",José Luis Hevia,Male,"Quantum Software Technology, Spain",Spain,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0
,,,,,,,,Guido Peterssen,Male,"Quantum Software Technology, Spain",Spain,1,0,0,0,0,1,0,0,1,0,0,0,0,1,,
,,,,,,,,Mario Piattini,Male,"University of Castilla-La Mancha, Spain",Spain,1,0,0,0,0,1,0,0,1,0,0,0,0,1,,
Quantum circuit optimization of an integer divider,3,0,0,1,1,0,"Quantum computing, circuit optimization, T gate minimization, arithmetic operations, quantum algorithms",Francisco Orts,Male,"Institute of Data Science and Digital Technologies, Vilnius University",Lithuania,0,0,0,0,1,0,0,0,1,0,1,0,1,1,3,0
,,,,,,,,Remigijus Paulavičius,Male,"Institute of Data Science and Digital Technologies, Vilnius University",Lithuania,0,0,0,1,0,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Ernestas Filatovas,Male,"Institute of Data Science and Digital Technologies, Vilnius University",Lithuania,0,0,1,0,1,0,0,0,0,1,0,0,1,1,,
Query-oriented two-stage attention-based model for code search,4,2,1,0,0,1,"code search, deep learning, code representation, attention-based models, semantic gap",Huanhuan Yang,Female,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,1,0,0,0,1,1,0,0,0,0,1,0,1,0,4,2
,,,,,,,,Ling Xu,Female,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,
,,,,,,,,Chao Liu,Male,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Luwen Huangfu,Male,"Fowler College of Business, San Diego State University, CA, 92182, USA; Center for Human Dynamics in the Mobile Age, San Diego State University, CA, 92182, USA",USA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,
Real-Time rejuvenation scheduling for cloud systems with virtualized software spares,3,0,0,1,1,0,"Cloud computing, Reliability modeling, Fault tree analysis, Virtualized software, Rejuvenation scheduling",Joshua R. Carberry,Male,"Computer and Information Science Department, University of Massachusetts Dartmouth",USA,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0
,,,,,,,,John Rahme,Male,"Computer and Information Science Department, University of Massachusetts Dartmouth",USA,1,0,1,0,0,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Haiping Xu,Male,"Computer and Information Science Department, University of Massachusetts Dartmouth",USA,1,0,1,0,0,1,0,0,0,0,0,0,1,1,,
ReenRepair: Automatic and semantic equivalent repair of reentrancy in smart contracts,7,1,0,0,0,1,"Reentrancy, Smart contracts, Vulnerability, Gas optimization, Semantic equivalence",Ruiyao Huang,Male,"School of Software and Microelectronics, Peking University; PKU-OCTA Laboratory for Blockchain and Privacy Computing",China,0,0,0,0,0,1,0,0,1,0,1,0,0,1,7,1
,,,,,,,,Qingni Shen,Female,"School of Software and Microelectronics, Peking University; PKU-OCTA Laboratory for Blockchain and Privacy Computing",China,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,
,,,,,,,,Yuchen Wang,Male,"School of Software and Microelectronics, Peking University; PKU-OCTA Laboratory for Blockchain and Privacy Computing",China,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,
,,,,,,,,Yiqi Wu,Male,PKU-OCTA Laboratory for Blockchain and Privacy Computing,China,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
,,,,,,,,Zhonghai Wu,Male, PKU-OCTA Laboratory for Blockchain and Privacy Computing,China,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Xiapu Luo,Male,The Hong Kong Polytechnic University,Hong Kong,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,
,,,,,,,,Anbang Ruan,Male,"Octa Innovations Ltd., PKU-OCTA Laboratory for Blockchain and Privacy Computing",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Refactoring react-based Web apps,3,0,0,0,1,0,"JavaScript, React, Refactoring, Web, CSS",Fabio Ferreira,Male,"Department of Computer Science, UFMG; Center of Informatics, IF Sudeste MG - Campus Barbacena",Brazil,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,0
,,,,,,,,Hudson Silva Borges,Male,"Department of Computer Science, UFMS",Brazil,0,1,1,0,1,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Marco Tulio Valente,Male,"Department of Computer Science, UFMG",Brazil,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,
Reliable proactive adaptation via prediction fusion and extended stochastic model predictive control,4,0,0,0,0,1,"self-adaptation, prediction accuracy, SMPC, cyber-physical systems, decision-making",Zhengyin Chen,Male,"a) School of Computer Science, Peking University, Beijing, China, b) Key Laboratory of High Confidence Software Technology (Peking University), MOE, China",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0
,,,,,,,,Jialong Li,Male,"c) Department of Computer Science and Engineering, Waseda University, Tokyo, Japan",Japan,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Nianyu Li,Male,"d) Zhongguancun Lab, Beijing, China",China,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Wenpin Jiao,Male,"a) School of Computer Science, Peking University, Beijing, China, b) Key Laboratory of High Confidence Software Technology (Peking University), MOE, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
"Reproducibility of issues reported in stack overflow questions: Challenges, impact & estimation",2,1,0,1,1,0,"reproducibility, Stack Overflow, code snippets, machine learning, reproducibility challenges",Saikat Mondal,Male,University of Saskatchewan,Canada,1,1,1,0,1,1,0,1,1,0,1,0,1,0,2,1
,,,,,,,,Banani Roy,Female,University of Saskatchewan,Canada,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,
"Requirements quality research artifacts: Recovery, analysis, and management guideline",6,0,0,0,0,1,"Quality, requirements, research artifacts, data recovery, Bayesian analysis",Julian Frattini,Male,Blekinge Institute of Technology,Sweden,1,1,1,0,1,1,0,1,1,0,1,1,1,1,6,0
,,,,,,,,Lloyd Montgomery,Male,University of Hamburg,Germany,1,1,0,0,1,1,0,0,0,0,1,0,1,1,,
,,,,,,,,Davide Fucci,Male,Blekinge Institute of Technology,Sweden,1,0,0,0,1,1,1,0,0,1,1,0,0,1,,
,,,,,,,,Michael Unterkalmsteiner,Male,Blekinge Institute of Technology,Sweden,1,0,0,0,1,1,1,0,0,1,1,0,0,1,,
,,,,,,,,Daniel Mendez,Male,"Blekinge Institute of Technology, fortiss GmbH","Sweden, Germany",1,0,0,1,1,1,1,0,0,1,1,0,0,1,,
,,,,,,,,Jannik Fischbach,Male,"fortiss GmbH, Netlight Consulting GmbH",Germany,1,0,0,0,1,1,0,0,0,0,1,0,0,0,,
Research artifacts for human-oriented experiments in software engineering: An ACM badges-driven structure proposal,6,3,1,0,0,1,"Open Science, Empirical Software Engineering, Human-Oriented Experiments, ACM Badging Policy, Reproducibility",Cathy Guevara-Vega,Female,"Universidad Técnica del Norte, Ibarra, Ecuador; Universidad de Sevilla, Seville, Spain","Ecuador, Spain",1,1,1,1,1,1,1,0,0,1,0,0,0,0,6,3
,,,,,,,,Beatriz Bernárdez,Female,"Universidad de Sevilla, Seville, Spain; SCORE Lab, Universidad de Sevilla, Seville, Spain",Spain,1,1,1,0,0,1,0,0,0,1,0,0,0,0,,
,,,,,,,,Margarita Cruz,Female,"Universidad de Sevilla, Seville, Spain",Spain,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,
,,,,,,,,Amador Durán,Male,"Universidad de Sevilla, Seville, Spain; SCORE Lab, Universidad de Sevilla, Seville, Spain",Spain,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,
,,,,,,,,Antonio Ruiz-Cortés,Male,"Universidad de Sevilla, Seville, Spain; SCORE Lab, Universidad de Sevilla, Seville, Spain",Spain,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,
,,,,,,,,Martin Solari,Male,"Universidad ORT Uruguay, Uruguay",Uruguay,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,
Research artifacts in software engineering publications: Status and trends,8,0,0,0,0,1,"Software Engineering, Research Artifacts, Empirical Study, Open Science, Artifacts Quality",Mugeng Liu,Male,"Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, School of Computer Science, Peking University, Beijing, China",China,0,0,0,0,0,1,0,0,1,0,0,0,1,1,8,0
,,,,,,,,Xiaolong Huang,Male,"Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, School of Computer Science, Peking University, Beijing, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
,,,,,,,,Wei He,Male,"Key Laboratory of High Confidence Software Technologies (Peking University), Ministry of Education, School of Computer Science, Peking University, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
,,,,,,,,Yibing Xie,Male,"School of Software and Microelectronics, Peking University, Beijing, China; National Key Laboratory of Data Space Technology and System, Beijing, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Jie M. Zhang,Male,"Department of Informatics, King’s College London, London, United Kingdom",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Xiang Jing,Male,"School of Software and Microelectronics, Peking University, Beijing, China; National Key Laboratory of Data Space Technology and System, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
,,,,,,,,Zhenpeng Chen,Male,"School of Computer Science and Engineering, Nanyang Technological University, Singapore",Singapore,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
