Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Country,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision,Unique Institute Count
"Error messages in relational database management systems: A comparison of effectiveness, usefulness, and user confidence",,Hadi Ghanbari,Male,0.0,"Aalto University School of Business, Ekonominaukio 1, 02510, Espoo, Finland; FinEst Twins Smart City Center of Excellence, TalTech, Estonia","Finland, Estonia",,,,,,,,0.0,0.0,0.0,
Comparison of search strategies for feature location in software models,"Search-based model-driven engineering, Feature location, Software models, Search strategies, Performance analysis",Jorge EcheverrÃ­a,Male,0.0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Comparison of search strategies for feature location in software models,,Jaime Font,Male,0.0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,,,,,,,,1.0,0.0,1.0,
Comparison of search strategies for feature location in software models,,Francisca PÃ©rez,Female,1.0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Comparison of search strategies for feature location in software models,,Carlos Cetina,Male,0.0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,,,,,,,,1.0,0.0,1.0,
Learning software configuration spaces: A systematic literature review,"Software configuration, Machine learning, Performance prediction, Configuration optimization, Systematic review",Juliana Alves Pereira,Female,1.0,"Univ Rennes, Inria, CNRS, IRISA, France",France,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Learning software configuration spaces: A systematic literature review,,Mathieu Acher,Male,0.0,"Univ Rennes, Inria, CNRS, IRISA, France",France,,,,,,,,1.0,0.0,1.0,
Learning software configuration spaces: A systematic literature review,,Hugo Martin,Male,0.0,"Univ Rennes, Inria, CNRS, IRISA, France",France,,,,,,,,0.0,0.0,0.0,
Learning software configuration spaces: A systematic literature review,,Jean-Marc JÃ©zÃ©quel,Male,0.0,"Univ Rennes, Inria, CNRS, IRISA, France",France,,,,,,,,1.0,0.0,1.0,
Learning software configuration spaces: A systematic literature review,,Goetz Botterweck,Male,0.0,"Trinity College Dublin, Leroâ€“The Irish Software Research Centre, Ireland",Ireland,,,,,,,,0.0,0.0,0.0,
Learning software configuration spaces: A systematic literature review,,Anthony Ventresque,Male,0.0,"University College Dublin, Ireland",Ireland,,,,,,,,0.0,0.0,0.0,
The ratio of equivalent mutants: A key to analyzing mutation equivalence,"Mutation testing, Software testing, Equivalent mutants, Redundancy metrics, Mutation analysis",Imen Marsit,Female,1.0,"University of Sousse, Tunisia",Tunisia,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
The ratio of equivalent mutants: A key to analyzing mutation equivalence,,Amani Ayad,Female,1.0,"SUNY Farmingdale, NY, USA",USA,,,,,,,,0.0,0.0,0.0,
The ratio of equivalent mutants: A key to analyzing mutation equivalence,,David Kim,Male,0.0,"NJIT, Newark, NJ, USA",USA,,,,,,,,0.0,0.0,0.0,
The ratio of equivalent mutants: A key to analyzing mutation equivalence,,Monsour Latif,Male,0.0,"NJIT, Newark, NJ, USA",USA,,,,,,,,0.0,0.0,0.0,
The ratio of equivalent mutants: A key to analyzing mutation equivalence,,JiMeng Loh,Male,0.0,"NJIT, Newark, NJ, USA",USA,,,,,,,,0.0,0.0,0.0,
The ratio of equivalent mutants: A key to analyzing mutation equivalence,,Mohamed Nazih Omri,Male,0.0,"University of Sousse, Tunisia",Tunisia,,,,,,,,0.0,0.0,0.0,
The ratio of equivalent mutants: A key to analyzing mutation equivalence,,Ali Mili,Male,0.0,"NJIT, Newark, NJ, USA",USA,,,,,,,,1.0,0.0,1.0,
Automated refactoring of legacy JavaScript code to ES6 modules,"JavaScript, ES6, Refactoring, Modularity, Static analysis",Katerina Paltoglou,Female,1.0,"Department of Informatics, Athens University of Economics and Business, Athens, Greece",Greece,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Automated refactoring of legacy JavaScript code to ES6 modules,,Vassilis E. Zafeiris,Male,0.0,"Department of Informatics, Athens University of Economics and Business, Athens, Greece",Greece,,,,,,,,0.0,0.0,0.0,
Automated refactoring of legacy JavaScript code to ES6 modules,,N.A. Diamantidis,Male,0.0,"Department of Informatics, Athens University of Economics and Business, Athens, Greece",Greece,,,,,,,,1.0,0.0,1.0,
Automated refactoring of legacy JavaScript code to ES6 modules,,E.A. Giakoumakis,Male,0.0,"Department of Informatics, Athens University of Economics and Business, Athens, Greece",Greece,,,,,,,,1.0,0.0,1.0,
How to identify class comment types? A multi-language approach for class comment classification,"Class comment classification, Software maintenance, Natural Language Processing, Text analysis, Program comprehension",Pooja Rani,Female,1.0,"Software Composition Group, University of Bern, Switzerland",Switzerland,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
How to identify class comment types? A multi-language approach for class comment classification,,Sebastiano Panichella,Male,0.0,"Zurich University of Applied Science, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
How to identify class comment types? A multi-language approach for class comment classification,,Manuel Leuenberger,Male,0.0,"Software Composition Group, University of Bern, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
How to identify class comment types? A multi-language approach for class comment classification,,Andrea Di Sorbo,Male,0.0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,,,,0.0,0.0,0.0,
How to identify class comment types? A multi-language approach for class comment classification,,Oscar Nierstrasz,Male,0.0,"Software Composition Group, University of Bern, Switzerland",Switzerland,,,,,,,,1.0,0.0,1.0,
"Architecture information communication in two OSS projects: The why, who, when, and what","Open Source Software, Architecture information, Communication, Developer mailing lists, Case study",Tingting Bi,Female,1.0,"School of Computer Science, Wuhan University, 430072 Wuhan, China",China,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
"Architecture information communication in two OSS projects: The why, who, when, and what",,Wei Ding,Male,0.0,"Key Laboratory of Earthquake Geodesy, Institute of Seismology, China Earthquake Administration, China",China,,,,,,,,0.0,0.0,0.0,
"Architecture information communication in two OSS projects: The why, who, when, and what",,Peng Liang,Male,0.0,"School of Computer Science, Wuhan University, 430072 Wuhan, China",China,,,,,,,,1.0,0.0,1.0,
"Architecture information communication in two OSS projects: The why, who, when, and what",,Antony Tang,Male,0.0,"Faculty of Science, Engineering and Technology, Swinburne University of Technology, VIC 3122 Melbourne, Australia",Australia,,,,,,,,1.0,0.0,1.0,
ARTINALI++: Multi-dimensional Specification Mining for Complex Cyber-Physical System Security,"Cyber-Physical Systems, Security, Specification Mining, Internet of Things, Intrusion Detection Systems",Maryam Raiyat Aliabadi,Female,1.0,"Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran",Iran,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ARTINALI++: Multi-dimensional Specification Mining for Complex Cyber-Physical System Security,,Mojtaba Vahidi Asl,Male,0.0,"Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran",Iran,,,,,,,,1.0,0.0,1.0,
ARTINALI++: Multi-dimensional Specification Mining for Complex Cyber-Physical System Security,,Ramak Ghavamizadeh,Male,0.0,"Faculty of Computer Science and Engineering, Shahid Beheshti University, Tehran, Iran",Iran,,,,,,,,1.0,0.0,1.0,
Deployment and communication patterns in microservice architectures: A systematic literature review,"Microservice architecture, Deployment approaches, Communication patterns, Systematic literature review, Software engineering",IÅŸÄ±l Karabey Aksakalli,Female,1.0,"Hacettepe University, Graduate School of Science and Engineering, Beytepe, Ankara, Turkey, Erzurum Technical University, Department of Computer Engineering, Turkey",Turkey,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Deployment and communication patterns in microservice architectures: A systematic literature review,,Turgay Ã‡elik,Male,0.0,"MilSOFT Software Technologies Corp, Turkey",Turkey,,,,,,,,0.0,0.0,0.0,
Deployment and communication patterns in microservice architectures: A systematic literature review,,Ahmet Burak Can,Male,0.0,"Hacettepe University, Department of Computer Engineering, Turkey",Turkey,,,,,,,,1.0,0.0,1.0,
Deployment and communication patterns in microservice architectures: A systematic literature review,,Bedir TekiÌ‡nerdoÄŸan,Male,0.0,"Wageningen University & Research, Information Technology, The Netherlands",Netherlands,,,,,,,,1.0,0.0,1.0,
Finding security threats that matter: Two industrial case studies,"Threat analysis, Security threats, Empirical study, Agile development, DevOps",Katja Tuma,Female,1.0,"University of Gothenburg â€” Chalmers, Sweden",Sweden,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Finding security threats that matter: Two industrial case studies,,Christian Sandberg,Male,0.0,"Volvo, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
Finding security threats that matter: Two industrial case studies,,Urban Thorsson,Male,0.0,"Volvo, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
Finding security threats that matter: Two industrial case studies,,Mathias Widman,Male,0.0,"Volvo, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
Finding security threats that matter: Two industrial case studies,,Thomas Herpel,Male,0.0,"Zukunft Mobility, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Finding security threats that matter: Two industrial case studies,,Riccardo Scandariato,Male,0.0,"Hamburg University of Technology, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Android code smells: From introduction to refactoring,"Code smells, Mobile-specific code smells, Refactoring, Performance bottlenecks, Software maintenance",Sarra Habchi,Female,1.0,"University of Luxembourg, Luxembourg",Luxembourg,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Android code smells: From introduction to refactoring,,Naouel Moha,Female,1.0,"Ã‰cole de Technologie SupÃ©rieure, Canada",Canada,,,,,,,,0.0,0.0,0.0,
Android code smells: From introduction to refactoring,,Romain Rouvoy,Male,0.0,"University of Lille / Inria / IUF, France",France,,,,,,,,1.0,0.0,1.0,
Application of agile methods in traditional logistics companies and logistics startups,"Agile methods, Logistics, IT departments, Delphi Study, Agility in logistics",Malena Zielske,Female,1.0,"Hamburg University of Applied Sciences, Hamburg, Germany, Lufthansa Industry Solutions GmbH & Co. KG, Norderstedt, Germany",Germany,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Application of agile methods in traditional logistics companies and logistics startups,,Tobias Held,Male,0.0,"Hamburg University of Applied Sciences, Hamburg, Germany, Lufthansa Industry Solutions GmbH & Co. KG, Norderstedt, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Multilayered review of safety approaches for machine learning-based systems in the days of AI,"AI safety, Machine learning, Software engineering, Systems engineering, Safety requirements",Sangeeta Dey,Female,1.0,"Department of Artificial Intelligence, Ajou University, Suwon City, 16499, Republic of Korea",South Korea,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Multilayered review of safety approaches for machine learning-based systems in the days of AI,,Seok-Won Lee,Male,0.0,"Department of Artificial Intelligence, Ajou University, Suwon City, 16499, Republic of Korea, Department of Software and Computer Engineering, Ajou University, Suwon City, 16499, Republic of Korea",South Korea,,,,,,,,1.0,0.0,1.0,
"The symptoms, causes, and repairs of bugs inside a deep learning library","Deep learning, Software bugs, Empirical study, TensorFlow, Safety-critical applications",Li Jia,Female,1.0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"The symptoms, causes, and repairs of bugs inside a deep learning library",,Hao Zhong,Male,0.0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,,,,,,,,0.0,0.0,0.0,
"The symptoms, causes, and repairs of bugs inside a deep learning library",,Xiaoyin Wang,Female,1.0,"University of Texas at San Antonio, TX, USA",USA,,,,,,,,0.0,0.0,0.0,
"The symptoms, causes, and repairs of bugs inside a deep learning library",,Linpeng Huang,Male,0.0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,,,,,,,,1.0,0.0,1.0,
"The symptoms, causes, and repairs of bugs inside a deep learning library",,Xuansheng Lu,Male,0.0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,,,,,,,,0.0,0.0,0.0,
"A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges","Blockchain, Smart contracts, Software engineering, Systematic review, Software development",Anna Vacca,Female,1.0,"Department of Engineering, University of Sannio, Italy",Italy,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges",,Andrea Di Sorbo,Male,0.0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,,,,0.0,0.0,0.0,
"A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges",,Corrado A. Visaggio,Male,0.0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,,,,0.0,0.0,0.0,
"A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges",,Gerardo Canfora,Male,0.0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,,,,1.0,0.0,1.0,
