Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,UniqueInstituteCount,Country,UniqueCountryCount,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,FemaleLedLocalCollaboration,MaleLedLocalCollaboration,FemaleLedNationalCollaboration,MaleLedNationalCollaboration,FemaleLedInternationalCollaboration,MaleLedInternationalCollaboration
,,Zhiyong Feng,Male,0,"College of Intelligence and Computing, Tianjin University, Tianjin, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xiao Xue,Female,1,"College of Intelligence and Computing, Tianjin University, Tianjin, China",,China,,,,,,,,,0,0,0,0,0,0
LAURA architecture: Towards a simpler way of building situation-aware and business-aware IoT applications,IoT; WSN; Business Process Management; Situation Awareness; Open-source Architecture,Sergio Teixeira,Male,0,"Universidade Federal do EspÃ­rito Santo (UFES), Centro UniversitÃ¡rio CatÃ³lico de VitÃ³ria (UCV)",4,Brazil,1,8,2,0,1,0,1,0,0,0,0,1,0,0
,,Bruno Alves Agrizzi,Male,0,Universidade Federal do EspÃ­rito Santo (UFES),,Brazil,,,,,,,,,0,0,0,0,0,0
,,JosÃ© GonÃ§alves Pereira Filho,Male,0,Universidade Federal do EspÃ­rito Santo (UFES),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Silvana Rossetto,Female,1,Universidade Federal do Rio de Janeiro (UFRJ),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Isaac SimÃµes AraÃºjo Pereira,Male,0,Universidade Federal do EspÃ­rito Santo (UFES),,Brazil,,,,,,,,,0,0,0,0,0,0
,,PatrÃ­cia Dockhorn Costa,Female,1,Universidade Federal do EspÃ­rito Santo (UFES),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Adriano Francisco Branco,Male,0,PontifÃ­cia Universidade CatÃ³lica do Rio de Janeiro (PUC-Rio),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Ruan Rocha Martinelli,Male,0,Universidade Federal do EspÃ­rito Santo (UFES),,Brazil,,,,,,,,,0,0,0,0,0,0
A model-driven approach for the development of native mobile applications focusing on the data layer,Mobile Application Development; Model-Driven Development; Data Layer Design; Offline Data Persistence; Cross-platform Development,Manuel NÃºÃ±ez,Male,0,"Department of Electronics and Computer Science Engineering (DEI), Catholic University â€Nuestra SeÃ±ora de la AsunciÃ³nâ€",1,Paraguay,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Daniel Bonhaure,Male,0,"Department of Electronics and Computer Science Engineering (DEI), Catholic University â€Nuestra SeÃ±ora de la AsunciÃ³nâ€",,Paraguay,,,,,,,,,0,0,0,0,0,0
,,MagalÃ­ GonzÃ¡lez,Female,1,"Department of Electronics and Computer Science Engineering (DEI), Catholic University â€Nuestra SeÃ±ora de la AsunciÃ³nâ€",,Paraguay,,,,,,,,,0,0,0,0,0,0
,,Luca Cernuzzi,Male,0,"Department of Electronics and Computer Science Engineering (DEI), Catholic University â€Nuestra SeÃ±ora de la AsunciÃ³nâ€",,Paraguay,,,,,,,,,0,0,0,0,0,0
A framework for pervasive computing applications based on smart objects...,"Pervasive computing, Smart Objects, End-user development, System engineering, User experience",Christos Goumopoulos,Male,0,"Department of Information & Communication Systems Engineering, University of the Aegean; Computer Technology Institute and Press, Diophantus, Patras",2,Greece,1,2,1,0,1,0,1,0,0,0,0,1,0,0
,,Irene Mavrommati,Female,1,"Hellenic Open University, School of Applied Arts",,Greece,,,,,,,,,0,0,0,0,0,0
ThermoSim: Deep learning based framework for modeling and simulation of thermal-aware resource management for cloud computing environments,"Cloud computing, Energy consumption, Temperature, Neural networks, Resource management",Sukhpal Singh Gill,Male,0,"Queen Mary University of London, Cloud Computing and Distributed Systems (CLOUDS) Laboratory, The University of Melbourne",14,"UK, Australia",8,15,2,0,1,0,0,1,0,0,0,0,0,1
,,Shreshth Tuli,Male,0,Indian Institute of Technology (IIT) Delhi,,India,,,,,,,,,0,0,0,0,0,0
,,Adel Nadjaran Toosi,Male,0,Monash University,,Australia,,,,,,,,,0,0,0,0,0,0
,,Felix Cuadrado,Male,0,"Queen Mary University of London, Technical University of Madrid (UPM)",,"UK, Spain",,,,,,,,,0,0,0,0,0,0
,,Peter Garraghan,Male,0,Lancaster University,,UK,,,,,,,,,0,0,0,0,0,0
,,Rami Bahsoon,Male,0,University of Birmingham,,UK,,,,,,,,,0,0,0,0,0,0
,,Hanan Lutfiyya,Female,1,University of Western Ontario,,Canada,,,,,,,,,0,0,0,0,0,0
,,Rizos Sakellariou,Male,0,University of Manchester,,UK,,,,,,,,,0,0,0,0,0,0
,,Omer Rana,Male,0,Cardiff University,,UK,,,,,,,,,0,0,0,0,0,0
,,Schahram Dustdar,Male,0,Vienna University of Technology,,Austria,,,,,,,,,0,0,0,0,0,0
,,Rajkumar Buyya,Male,0,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, The University of Melbourne",,Australia,,,,,,,,,0,0,0,0,0,0
,,Apostolos Ampatzoglou,Male,0,"Department of Applied Informatics, University of Macedonia",,Greece,,,,,,,,,0,0,0,0,0,0
,,Antonios Gkortzis,Male,0,"Department of Management Science and Technology, Athens University of Economics and Business",,Greece,,,,,,,,,0,0,0,0,0,0
,,Stamatia Bibi,Female,1,"Department of Informatics and Telecommunications, University of Western Macedonia",,Greece,,,,,,,,,0,0,0,0,0,0
,,Alexander Chatzigeorgiou,Male,0,"Department of Applied Informatics, University of Macedonia",,Greece,,,,,,,,,0,0,0,0,0,0
Automated defect identification via path analysis-based features with transfer learning,"Code generation, defect identification, machine learning, transfer learning, software engineering",Yuwei Zhang,Male,0,"State Key Laboratory of Networking and Switching Technology, Beijing University of Posts and Telecommunications",2,China,1,4,1,0,1,0,1,0,0,0,0,1,0,0
,,Dahai Jin,Male,0,"State Key Laboratory of Networking and Switching Technology, Beijing University of Posts and Telecommunications",,China,,,,,,,,,0,0,0,0,0,0
,,Ying Xing,Female,1,"Automation School, Beijing University of Posts and Telecommunications",,China,,,,,,,,,0,0,0,0,0,0
,,Yunzhan Gong,Male,0,"State Key Laboratory of Networking and Switching Technology, Beijing University of Posts and Telecommunications",,China,,,,,,,,,0,0,0,0,0,0
Three decades of software reference architectures: A systematic mapping study,"Software architecture, Reference architectures, Knowledge reuse, Systematic mapping, Industry-academia collaboration",Lina GarcÃ©s,Female,1,"Institute of Mathematics and Computing, Federal University of ItajubÃ¡, ItajubÃ¡, Brazil",4,Brazil,2,7,3,1,0,0,0,1,0,0,0,0,1,0
,,Silverio MartÃ­nez-FernÃ¡ndez,Male,0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Lucas Oliveira,Male,0,"Federal Institute of SÃ£o Paulo, SÃ£o Carlos, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Pedro Valle,Male,0,"Department of Computer Systems, University of SÃ£o Paulo, SÃ£o Carlos, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Claudia Ayala,Female,1,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Xavier Franch,Male,0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Elisa Yumi Nakagawa,Female,1,"Department of Computer Systems, University of SÃ£o Paulo, SÃ£o Carlos, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
A systematic mapping study of developer social network research,"Developer social networks, Software projects, Collaboration, Prediction systems, Community analysis",Steffen Herbold,Male,0,"Institute of Computer Science, University of Goettingen, Germany",1,Germany,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Aynur Amirfallah,Female,1,"Institute of Computer Science, University of Goettingen, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Fabian Trautsch,Male,0,"Institute of Computer Science, University of Goettingen, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Jens Grabowski,Male,0,"Institute of Computer Science, University of Goettingen, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
Exploring the intersection between software industry and Software Engineering education - A systematic mapping of Software Engineering Trends,"Software engineering, Software education, Agile development, Global software engineering, Lean software startup",Orges Cico,Male,0,"Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway",3,Norway,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Letizia Jaccheri,Female,1,"Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway",,Norway,,,,,,,,,0,0,0,0,0,0
,,Anh Nguyen-Duc,Male,0,"Department of Business and IT, USN School of Business, BÃ¸ i Telemark, Norway",,Norway,,,,,,,,,0,0,0,0,0,0
,,He Zhang,Male,0,"DevOps+ Research Laboratory, Nanjing University, China",,China,,,,,,,,,0,0,0,0,0,0
SWFC-ART: A cost-effective approach for Fixed-Size-Candidate-Set Adaptive Random Testing through small world graphs,"Adaptive random testing, Software testing, Nearest neighbor search, Small world graphs, High-dimensional input domains",Muhammad Ashfaq,Male,0,"School of Computer Science and Communication Engineering, Jiangsu University, Jiangsu 212013, China",6,China,3,7,1,0,1,0,0,1,0,0,0,0,0,1
,,Rubing Huang,Female,1,"School of Computer Science and Communication Engineering, Jiangsu University, Jiangsu 212013, China",,China,,,,,,,,,0,0,0,0,0,0
,,Dave Towey,Male,0,"School of Computer Science, University of Nottingham Ningbo, Zhejiang 315100, China",,China,,,,,,,,,0,0,0,0,0,0
,,Michael Omari,Male,0,"Department of Computer Science, Takoradi Technical University, Western Region 23321, Ghana",,Ghana,,,,,,,,,0,0,0,0,0,0
,,Dmitry Yashunin,Male,0,"Harman X, Nizhny Novgorod Oblast 603105, Russia",,Russia,,,,,,,,,0,0,0,0,0,0
,,Patrick Kwaku Kudjo,Male,0,"University of Professional Studies, Greater Accra Region 00233, Ghana",,Ghana,,,,,,,,,0,0,0,0,0,0
,,Tao Zhang,Male,0,"Faculty of Information Technology, Macau University of Science and Technology, Macau 999078, China",,China,,,,,,,,,0,0,0,0,0,0
"Error messages in relational database management systems: A comparison of effectiveness, usefulness, and user confidence","DBMS, Error messages, SQL, Usability, Effectiveness",Toni Taipalus,Male,0,"Faculty of Information Technology, University of Jyvaskyla, P.O. Box 35, FI-40014, Jyvaskyla, Finland",2,Finland,2,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Hilkka Grahn,Female,1,"Faculty of Information Technology, University of Jyvaskyla, P.O. Box 35, FI-40014, Jyvaskyla, Finland",,Finland,,,,,,,,,0,0,0,0,0,0
,,Hadi Ghanbari,Male,0,"Aalto University School of Business, Ekonominaukio 1, 02510, Espoo, Finland; FinEst Twins Smart City Center of Excellence, TalTech, Estonia",,"Finland, Estonia",,,,,,,,,0,0,0,0,0,0
A systematic mapping study on architectural smells detection,"Software architecture, Architectural smells, Detection techniques, Empirical validation, Design quality",Haris Mumtaz,Male,0,"Department of Electrical, Computer, and Software Engineering, University of Auckland, New Zealand",2,New Zealand,1,3,1,0,1,0,1,0,0,0,0,1,0,0
,,Paramvir Singh,Male,0,"School of Computer Science, University of Auckland, New Zealand",,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Kelly Blincoe,Female,1,"Department of Electrical, Computer, and Software Engineering, University of Auckland, New Zealand",,New Zealand,,,,,,,,,0,0,0,0,0,0
Machine learning based success prediction for crowdsourcing software projects,"Crowdsourcing, Machine learning, Software projects, Prediction, Natural language processing",Inam Illahi,Male,0,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing 100081, China",2,China,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Hui Liu,Female,1,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing 100081, China",,China,,,,,,,,,0,0,0,0,0,0
,,Qasim Umer,Male,0,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing 100081, China",,China,,,,,,,,,0,0,0,0,0,0
,,Nan Niu,Male,0,"Department of Electrical Engineering and Computer Science, University of Cincinnati, USA",,USA,,,,,,,,,0,0,0,0,0,0
Software engineering practices for scientific software development: A systematic mapping study,"Scientific software, Software engineering, Quality attributes, Mapping study, Systematic review",Elvira-Maria Arvanitou,Female,1,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",2,Greece,2,4,1,1,0,0,0,1,0,0,0,0,1,0
,,Apostolos Ampatzoglou,Male,0,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Alexander Chatzigeorgiou,Male,0,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Jeffrey C. Carver,Male,0,"Department of Computer Science, University of Alabama, United States of America",,USA,,,,,,,,,0,0,0,0,0,0
Change impact analysis: A systematic mapping study,"Change Impact Analysis, Software maintenance, Quantification methods, Metrics, Systematic literature review",Maria Kretsou,Female,1,"Department of Informatics, Open Hellenic University, Patras, Greece",4,Greece,1,5,2,1,0,0,1,0,0,0,1,0,0,0
,,Elvira-Maria Arvanitou,Female,1,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Apostolos Ampatzoglou,Male,0,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Ignatios Deligiannis,Male,0,"Department of Information & Electronic Engineering, International Hellenic University, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Vassilis C. Gerogiannis,Male,0,"Department of Digital Systems, School of Technology, University of Thessaly, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
"Can we benchmark Code Review studies? A systematic mapping study of methodology, dataset, and metric","Code Review, Software quality assurance, Methodology, Dataset, Metrics",Dong Wang,Male,0,"Nara Institute of Science and Technology, Japan",1,Japan,1,5,1,0,1,1,1,0,0,1,0,1,0,0
,,Yuki Ueda,Male,0,"Nara Institute of Science and Technology, Japan",,Japan,,,,,,,,,0,0,0,0,0,0
,,Raula Gaikovina Kula,Female,1,"Nara Institute of Science and Technology, Japan",,Japan,,,,,,,,,0,0,0,0,0,0
,,Takashi Ishio,Male,0,"Nara Institute of Science and Technology, Japan",,Japan,,,,,,,,,0,0,0,0,0,0
,,Kenichi Matsumoto,Male,0,"Nara Institute of Science and Technology, Japan",,Japan,,,,,,,,,0,0,0,0,0,0
The role of the project manager in agile software development projects,"Agile software development, Project management, Grounded Theory, Scrum, XP",Yogeshwar Shastri,Male,0,"School of Computing, Eastern Institute of Technology, New Zealand",3,New Zealand,2,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Rashina Hoda,Female,1,"Faculty of Information Technology, Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Robert Amor,Male,0,"School of Computer Science, University of Auckland, New Zealand",,New Zealand,,,,,,,,,0,0,0,0,0,0
Comparison of search strategies for feature location in software models,"Search-based model-driven engineering, Feature location, Software models, Search strategies, Performance analysis",Jorge EcheverrÃ­a,Male,0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",1,Spain,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Jaime Font,Male,0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Francisca PÃ©rez,Female,1,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Carlos Cetina,Male,0,"Universidad San Jorge, SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
Donâ€™t run on fumesâ€”Parametric gas bounds for smart contracts,"Ethereum, Smart contracts, Static analysis, Gas consumption, Blockchain",Elvira Albert,Female,1,"Instituto de TecnologÃ­a del Conocimiento, Spain",3,Spain,1,5,1,1,0,0,1,0,0,0,1,0,0,0
,,JesÃºs Correas,Male,0,"Complutense University of Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Pablo Gordillo,Male,0,"Complutense University of Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Guillermo RomÃ¡n-DÃ­ez,Male,0,"Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Albert Rubio,Male,0,"Instituto de TecnologÃ­a del Conocimiento, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
Brain and autonomic nervous system activity measurement in software engineering: A systematic literature review,"NeuroSE, Software engineering, Literature review, Brain activity measurement, Autonomic nervous system",Barbara Weber,Female,1,"Institute of Computer Science, University of St. Gallen, St. Gallen, Switzerland",3,Switzerland,2,3,1,1,0,0,0,1,0,0,0,0,1,0
,,Thomas Fischer,Male,0,"University of Applied Sciences Upper Austria, Steyr, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
,,RenÃ©e Riedl,Male,0,"Johannes Kepler University Linz, Linz, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
Initiatives and challenges of using gamification in software engineering: A Systematic Mapping,"Gamification, Software engineering, Systematic mapping, Engagement, Motivation",Daniel de Paula Porto,Male,0,"Computing Department â€“ Federal University of SÃ£o Carlos, Brazil",1,Brazil,1,4,2,0,1,1,1,0,0,1,0,1,0,0
,,Gabriela Martins de Jesus,Female,1,"Computing Department â€“ Federal University of SÃ£o Carlos, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Fabiano Cutigi Ferrari,Male,0,"Computing Department â€“ Federal University of SÃ£o Carlos, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
