Paper Title,Study Domain Terms,Total Authors,Female Authors,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing
Decentralized decision-making and scaled autonomy at Spotify,"Software Engineering, Autonomy",6,1,1,0,0,1,Darja Šmite,Female,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,1,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Nils Brede Moe,Male,"SINTEF, Trondheim, Norway",Norway,1,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,,,,,Marcin Floryan,Male,"Spotify, Stockholm, Sweden",Sweden,1,0,0,0,0,0,0,1,0,0,1,0,0,1
,,,,,,,,Javier Gonzalez-Huerta,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,1,1,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Michael Dorner,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,1,1,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,Aivars Sablis,Male,"SAF Tehnika JSC, Riga, Latvia",Latvia,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"A literature review of IoT and CPS—What they are, and what they are not","IoT, Cyber-Physical Systems",6,1,1,0,1,0,Veronika Lesch,Female,"Department of Computer Science, University of Würzburg, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Marwin Züfle,Male,"Department of Computer Science, University of Würzburg, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,André Bauer,Male,"Department of Computer Science, University of Würzburg, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Lukas Iffländer,Male,"Department of Computer Science, University of Würzburg, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Christian Krupitzer,Male,"Department of Food Informatics, University of Hohenheim, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,,,,,Samuel Kounev,Male,"Department of Computer Science, University of Würzburg, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Distributed state model inference for scriptless GUI testing,Software Testing,5,2,0,0,0,1,Fernando Pastor Ricós,Male,"Universitat Politècnica de València, València, Spain",Spain,1,0,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Arend Slomp,Male,"Open Universiteit, The Netherlands",Netherlands,1,0,0,0,1,1,0,0,1,0,0,0,0,0
,,,,,,,,Beatriz Marín,Female,"Universitat Politècnica de València, València, Spain",Spain,1,0,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Pekka Aho,Male,"Open Universiteit, The Netherlands",Netherlands,1,0,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Tanja E.J. Vos,Female,"Universitat Politècnica de València, València, Spain, Open Universiteit, The Netherlands","Spain, Netherlands",1,0,0,0,1,1,0,0,0,0,1,0,1,1
Finding associations between natural and computer languages: A case-study of bilingual LDA applied to the bleeping computer forum posts,Software Engineering,6,0,0,0,1,0,Kundi Yao,Male,"Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Kingston, Canada",Canada,1,0,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Gustavo A. Oliva,Male,"Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Kingston, Canada",Canada,1,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,,,,,,Ahmed E. Hassan,Male,"Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Kingston, Canada",Canada,0,0,0,0,0,0,1,0,0,1,0,0,0,0
,,,,,,,,Muhammad Asaduzzaman,Male,"Lakehead University, Thunderbay, Canada",Canada,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,Andrew J. Malton,Male,"Blackberry Ltd, Canada",Canada,0,0,0,0,0,0,1,0,0,1,0,0,0,0
,,,,,,,,Andrew Walenstein,Male,"Blackberry Ltd, Canada",Canada,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Investigating end-users’ values in agriculture mobile applications development: An empirical study on Bangladeshi female farmers,Software Engineering,7,2,1,0,1,0,Rifat Ara Shams,Female,"Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia",Australia,1,1,1,0,1,1,1,0,0,0,1,1,1,1
,,,,,,,,Mojtaba Shahin,Male,"School of Computing Technologies, RMIT University, Melbourne, Australia",Australia,1,0,1,0,0,1,0,0,0,1,1,0,0,1
,,,,,,,,Gillian Oliver,Female,"Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia",Australia,1,0,1,0,0,0,1,0,0,1,1,0,0,1
,,,,,,,,Harsha Perera,Male,"CSIRO’s Data61, Clayton, Australia",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Jon Whittle,Male,"CSIRO’s Data61, Clayton, Australia",Australia,1,0,0,0,0,0,1,0,0,1,0,0,0,1
,,,,,,,,Arif Nurwidyantoro,Male,"Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia",Australia,0,0,0,0,0,0,0,0,0,0,1,1,0,1
,,,,,,,,Waqar Hussain,Male,"CSIRO’s Data61, Clayton, Australia",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Can gamification help in software testing education? Findings from an empirical study,Software Engineering,6,3,1,0,1,0,Raquel Blanco,Female,"Software Engineering Research Group, University of Oviedo, Gijón, Spain",Spain,1,1,1,0,1,1,0,0,0,0,0,1,1,1
,,,,,,,,Manuel Trinidad,Male,"Software Process Improvement and Formal Methods Research Group, University of Cadiz, Cádiz, Spain",Spain,0,1,0,0,0,0,0,0,1,0,0,0,0,1
,,,,,,,,María José Suárez-Cabal,Female,"Software Engineering Research Group, University of Oviedo, Gijón, Spain",Spain,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Alejandro Calderón,Male,"Software Process Improvement and Formal Methods Research Group, University of Cadiz, Cádiz, Spain",Spain,1,0,0,0,0,1,0,0,1,0,0,0,0,1
,,,,,,,,Mercedes Ruiz,Female,"Software Process Improvement and Formal Methods Research Group, University of Cadiz, Cádiz, Spain",Spain,1,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Javier Tuya,Male,"Software Engineering Research Group, University of Oviedo, Gijón, Spain",Spain,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"PHP code smells in web apps: Evolution, survival and anomalies",Software Engineering,2,0,0,0,1,0,Américo Rio,Male,"Instituto Universitário de Lisboa (ISCTE-IUL), ISTAR, Lisboa, Portugal, NOVA Information Management School (NOVA IMS), Universidade Nova de Lisboa, Lisboa, Portugal",Portugal,1,1,1,0,0,1,0,0,1,0,0,0,1,1
,,,,,,,,Fernando Brito e Abreu,Male,"NOVA Information Management School (NOVA IMS), Universidade Nova de Lisboa, Lisboa, Portugal",Portugal,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Aspects of modelling requirements in very-large agile systems engineering,Software Engineering,2,0,0,0,0,1,Grischa Liebel,Male,"School of Technology, Reykjavik University, Reykjavik, Iceland",Iceland,1,0,1,0,1,1,1,0,0,0,0,1,1,1
,,,,,,,,Eric Knauss,Male,"Department of Computer Science and Engineering, Chalmers University of Gothenburg, Sweden",Sweden,1,0,1,1,1,1,0,0,0,0,1,0,1,1
Towards a cognitive engineering of transactional services in IoT based systems,"Cognitive Computing, IoT",2,1,1,1,1,0,Widad Ettazi,Female,"IMS Team, ADMIR Laboratory, ENSIAS, Mohammed V University in Rabat, Morocco",Morocco,1,1,1,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Mahmoud Nassar,Male,"IMS Team, ADMIR Laboratory, ENSIAS, Mohammed V University in Rabat, Morocco",Morocco,0,0,0,0,1,0,0,0,0,0,1,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Self-supervised log parsing using semantic contribution difference,"Software Engineering, Natural Language Processing",4,0,0,0,1,0,Siyu Yu,Male,"School of Computer and Electronic Information, Guangxi University, Nanning, 530004, China",China,1,0,0,0,1,1,0,0,1,0,1,0,1,0
,,,,,,,,Ningjiang Chen,Male,"Guangxi Key Laboratory of Big Data in Finance and Economics, Nanning, 530003, China, Guangxi Key Laboratory of Big Data in Finance and Economics, Nanning, 530003, China
Guangxi Intelligent Digital Services Research Center of Engineering Technology, Nanning, 530004, China",China,0,0,0,1,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Yifan Wu,Male,"Peking University, Beijing, 100091, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Wensheng Dou,Male,"Institute of Software Chinese Academy of Sciences, Beijing, 100190, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goal model convergence and conflict detection for crossover services,"Service Engineering, Requirements Engineering",5,0,0,0,1,0,Zhengli Liu,Male,"School of Computer Science and Artificial Intelligence, Wuhan Textile University, Wuhan, China",China,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Bing Li,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,0,0,0,1,0,0,1,0,0,1,0,0,0,0
,,,,,,,,Jian Wang,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Xiangfei Lu,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,Yu Qiao,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,0
An estimation of distribution algorithm based on interactions between requirements to solve the bi-objective Next Release Problem,"Software Engineering, Requirements Engineering",3,1,0,1,1,0,José del Sagrado,Male,"Department of Informatics, University of Almería, Crtra. Sacramento S/N, 04120 La Cañada (Almería), Spain",Spain,1,1,1,0,1,1,1,1,1,1,1,1,1,1
,,,,,,,,José Antonio Sierra Ibañez,Male,"Department of Informatics, University of Almería, Crtra. Sacramento S/N, 04120 La Cañada (Almería), Spain",Spain,1,1,0,0,1,0,0,1,1,0,0,0,1,1
,,,,,,,,Isabel M. del Águila,Female,"Department of Informatics, University of Almería, Crtra. Sacramento S/N, 04120 La Cañada (Almería), Spain",Spain,1,1,0,0,1,0,1,1,0,1,1,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
"Streaming software development: Accountability, community, and learning","Software Development, Education, Community Engagement, Live Streaming, Programming",2,2,1,1,1,0,Ella Kokinda,Female,Clemson University,United States,1,0,1,0,1,1,0,0,0,0,0,1,1,1
,,,,,,,,Paige Rodeghero,Female,Clemson University,United States,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Neural-FEBI: Accurate function identification in Ethereum Virtual Machine bytecode,"Smart Contracts, Cybersecurity, Neural Networks, Software Engineering, Reverse Engineering",6,0,0,0,0,1,Jiahao He,Male,WeBank Co. Ltd.,China,1,0,0,0,0,0,0,0,1,0,0,0,1,0
,,,,,,,,Shuangyin Li,Male,"School of Computer Science, South China Normal University",China,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Xinming Wang,Male,Lakala Payment Co. Ltd.,China,0,0,0,0,1,0,0,0,1,0,0,0,0,0
,,,,,,,,Shing-Chi Cheung,Male,The Hong Kong University of Science and Technology,Hong Kong,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Gansen Zhao,Male,"School of Computer Science, South China Normal University",China,0,0,0,1,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Jinji Yang,Male,"School of Computer Science, South China Normal University",China,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CSGVD: A deep learning approach combining sequence and graph embedding for source code vulnerability detection,"Vulnerability Detection, Software Security, Deep Learning, Graph Embedding, Code Analysis",5,0,0,0,1,0,Wei Tang,Male,"School of Computer and Software Engineering, Xihua University",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Minchao Ban,Male,"School of Computer and Software Engineering, Xihua University",China,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,,,,,,,,Ziguo Zhao,Male,"School of Computer and Software Engineering, Xihua University",China,0,0,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,Mingjun Feng,Male,"State Grid Tibet Electric Power Co., Ltd.",China,0,0,0,0,0,0,1,0,0,1,0,0,0,0
,,,,,,,,Mingwei Tang,Male,"State Grid Tibet Electric Power Co., Ltd.",China,0,0,0,0,0,0,1,0,0,1,0,0,0,1
CCStokener: Fast yet accurate code clone detection with semantic token,"Code Clone Detection, Software Engineering, Semantic Analysis, Data Structures, Machine Learning",4,0,0,0,1,0,Wenjie Wang,Male,"School of Computer Science and Technology, University of Science and Technology of China, Key Laboratory on High Performance Computing of Anhui Province, Hefei 230027, China",China,1,1,0,0,1,1,0,0,1,0,1,0,1,0
,,,,,,,,Zihan Deng,Male,"School of Computer Science and Technology, University of Science and Technology of China, Key Laboratory on High Performance Computing of Anhui Province, Hefei 230027, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Yinxing Xue,Male,"School of Computer Science and Technology, University of Science and Technology of China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Yun Xu,Male,Key Laboratory on High Performance Computing of Anhui Province,China,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Trustworthiness models to categorize and prioritize code for security improvement,"Software Security, Trustworthiness Models, Machine Learning, Code Analysis, Software Metrics",4,2,1,0,1,0,Nadia Medeiros,Female,"CISUC, Department of Informatics Engineering, University of Coimbra",Portugal,1,0,1,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,Naghmeh Ivaki,Female,"CISUC, Department of Informatics Engineering, University of Coimbra",Portugal,1,0,1,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,Pedro Costa,Male,"CISUC, Department of Informatics Engineering, University of Coimbra, ISCAC, Polytechnic Institute of Coimbra, Portugal",Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Marco Vieira,Male,"CISUC, Department of Informatics Engineering, University of Coimbra",Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A framework for analyzing context-oriented programming languages,"Context-Oriented Programming, Software Engineering, Language Analysis, Context Awareness, Programming Languages",3,0,0,0,0,1,Achiya Elyasaf,Male,"Software and Information Systems Engineering Department, Ben-Gurion University of the Negev",Israel,1,0,0,0,0,0,0,0,0,0,1,0,1,0
,,,,,,,,Nicolás Cardozo,Male,"Systems and Computing Engineering Department, Universidad de los Andes",Colombia,1,0,0,0,0,0,0,0,0,0,1,0,1,0
,,,,,,,,Arnon Sturm,Male,"Software and Information Systems Engineering Department, Ben-Gurion University of the Negev",Israel,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Collaborative Model-Driven Software Engineering — A systematic survey of practices and needs in industry,"Model-Driven Software Engineering, Collaborative Software Engineering, Industry Practices, Software Development, Stakeholder Collaboration",4,2,0,0,0,1,Istvan David,Male,"Department of Computer Science and Operations Research, Université de Montréal",Canada,1,1,1,0,1,1,0,1,0,0,0,0,1,1
,,,,,,,,Kousar Aslam,Female,"Department of Computer Science, Vrije Universiteit Amsterdam",Netherlands,1,1,1,0,1,1,0,1,0,0,0,0,1,1
,,,,,,,,Ivano Malavolta,Male,"Department of Computer Science, Vrije Universiteit Amsterdam",Netherlands,1,0,0,1,1,1,0,0,0,1,1,0,1,1
,,,,,,,,Patricia Lago,Female,"Department of Computer Science, Vrije Universiteit Amsterdam",Netherlands,1,0,0,1,1,1,0,0,0,1,1,0,1,1
Testing of highly configurable cyber–physical systems — Results from a two-phase multiple case study,"Cyber-Physical Systems, Software Testing, Configurability, Variability Modeling, Case Study",5,0,0,0,1,0,Stefan Fischer,Male,"Software Competence Hagenberg GmbH, Hagenberg",Austria,0,1,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Claus Klammer,Male,"Software Competence Hagenberg GmbH, Hagenberg",Austria,0,1,0,0,1,1,0,1,0,0,0,0,1,1
,,,,,,,,Antonio Manuel Gutiérrez Fernández,Male,"CDL VaSiCS, LIT CPS Lab, Johannes Kepler University Linz",Austria,0,0,0,0,1,1,0,0,0,0,0,1,1,1
,,,,,,,,Rick Rabiser,Male,"CDL VaSiCS, LIT CPS Lab, Johannes Kepler University Linz",Austria,0,0,0,0,1,1,1,1,0,0,0,0,1,1
,,,,,,,,Rudolf Ramler,Male,"Software Competence Hagenberg GmbH, Hagenberg",Austria,1,0,0,1,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Leveraging multi-level embeddings for knowledge-aware bug report reformulation,"Software Engineering, Bug Analysis, Information Retrieval, Knowledge Graph",4,0,0,0,1,0,Cheng Zhou,Male,"School of Information Engineering, Yangzhou University, Yangzhou, Taizhou University, Taizhou, China",China,0,0,0,0,0,1,0,0,1,0,1,0,1,1
,,,,,,,,Bin Li,Male,"School of Information Engineering, Yangzhou University, Yangzhou",China,1,0,0,0,0,1,1,0,0,1,0,0,0,1
,,,,,,,,Xiaobing Sun,Male,"School of Information Engineering, Yangzhou University, Yangzhou",China,0,0,0,0,0,1,1,0,0,0,1,0,0,1
,,,,,,,,Sheng Yu,Male,"School of Information Engineering, Yangzhou University, Yangzhou",China,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Status indicators in software engineering group projects,"Software Engineering, Education",2,0,0,1,1,0,Ville Isomöttönen,Male,"Faculty of Information Technology, University of Jyvaskylä",Finland,1,0,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Toni Taipalus,Male,"Faculty of Information Technology, University of Jyvaskylä",Finland,0,0,0,0,1,1,0,0,0,0,0,1,0,1
Run-time failure detection via non-intrusive event analysis in a large-scale cloud computing platform,"Cloud Computing, Software Engineering",4,0,0,1,1,0,Domenico Cotroneo,Male,"Università degli Studi di Napoli Federico II, Naples",Italy,1,0,0,1,0,0,1,1,0,1,0,0,0,1
,,,,,,,,Luigi De Simone,Male,"Università degli Studi di Napoli Federico II, Naples",Italy,0,1,0,0,0,0,0,0,1,0,0,1,1,1
,,,,,,,,Pietro Liguori,Male,"Università degli Studi di Napoli Federico II, Naples",Italy,0,1,1,0,1,1,0,0,0,0,0,1,1,0
,,,,,,,,Roberto Natella,Male,"Università degli Studi di Napoli Federico II, Naples",Italy,1,0,0,0,0,1,1,1,0,1,0,0,1,1
Characterizing architecture related posts and their usefulness in Stack Overflow,"Software Engineering, Computer Science",4,0,0,0,0,1,Musengamana Jean de Dieu,Male,"School of Computer Science, Wuhan University, Wuhan, China, Hubei Luojia Laboratory, 430079 Wuhan, China",China,1,0,0,0,1,0,0,0,0,0,0,1,1,0
,,,,,,,,Peng Liang,Male,"School of Computer Science, Wuhan University, Wuhan, China, Hubei Luojia Laboratory, 430079 Wuhan, China",China,1,0,0,1,1,0,1,0,0,1,0,0,0,1
,,,,,,,,Mojtaba Shahin,Male,"School of Computing Technologies, RMIT University, Melbourne, Australia",Australia,1,0,0,0,1,0,0,0,0,1,0,1,0,1
,,,,,,,,Arif Ali Khan,Male,"M3S Empirical Software Engineering Research Unit, University of Oulu",Finland,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Web API evolution patterns: A usage-driven approach,"Software Engineering, Computer Science",4,1,1,1,1,0,Rediana Koçi,Female,"Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,1,1,1,0,1,1,0,0,0,0,1,1,1,0
,,,,,,,,Xavier Franch,Male,"Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,1,0,1,1,1,1,0,0,0,1,0,0,0,1
,,,,,,,,Petar Jovanovic,Male,"Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,1,0,1,0,1,1,0,1,0,1,1,0,0,1
,,,,,,,,Alberto Abelló,Male,"Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain",Spain,1,0,1,0,1,1,0,1,0,1,0,0,0,1
Applications of natural language processing in software traceability: A systematic mapping study,"Software Engineering, Computer Science",2,0,0,1,1,0,Zaki Pauzi,Male,"Bernoulli Institute, University of Groningen, Netherlands",Netherlands,1,1,0,0,1,1,0,0,0,0,0,1,1,1
,,,,,,,,Andrea Capiluppi,Male,"Bernoulli Institute, University of Groningen, Netherlands",Netherlands,0,0,0,0,0,0,1,1,0,1,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
On the dependency heaviness of CRAN/Bioconductor ecosystem,"Package dependencies, R ecosystem, CRAN, Bioconductor, Dependency analysis",1,0,0,1,1,0,Zuguang Gu,Male,"National Center for Tumor Diseases (NCT), Im Neuenheimer Feld 460, Heidelberg, 69120, Germany",Germany,1,0,1,0,1,1,0,0,1,0,0,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
The pipeline for the continuous development of artificial intelligence models—Current state of research and practice,"Artificial Intelligence, Machine Learning, DevOps, Continuous Integration, MLOps",3,1,1,0,0,1,Monika Steidl,Female,University of Innsbruck,Austria,1,1,1,0,1,1,0,0,0,0,1,1,1,1
,,,,,,,,Rudolf Ramler,Male,Software Competence Center Hagenberg GmbH,Austria,1,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Michael Felderer,Male,"University of Innsbruck, Blekinge Institute of Technology","Austria, Sweden",1,1,0,1,1,1,1,0,0,1,0,0,0,1
Timed pattern-based analysis of collaboration failures in system-of-systems,"System of Systems, Collaboration Failures, Pattern Mining",4,2,0,1,1,0,Sangwon Hyun,Male,"School of Computing, Korea Advanced Institute of Science and Technology (KAIST)",South Korea,1,1,0,1,1,1,0,1,1,0,1,1,1,1
,,,,,,,,Jiyoung Song,Female,"School of Computing, Korea Advanced Institute of Science and Technology (KAIST)",South Korea,1,0,1,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Eunkyoung Jee,Female,"School of Computing, Korea Advanced Institute of Science and Technology (KAIST)",South Korea,1,0,0,0,1,0,0,1,0,1,0,0,0,1
,,,,,,,,Doo-Hwan Bae,Male,"School of Computing, Korea Advanced Institute of Science and Technology (KAIST)",South Korea,1,0,0,1,0,0,1,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
A mutual embedded self-attention network model for code search,"Code Search, Self-Attention, Software Engineering",6,0,0,1,1,0,Haize Hu,Male,"School of Computer Science and Technology, Hunan University of Science and Technology, Hunan Provincial Key Lab.",China,1,1,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Jianxun Liu,Male,"School of Computer Science and Technology, Hunan University of Science and Technology, Hunan Provincial Key Lab.",China,0,0,0,1,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Xiangping Zhang,Male,"School of Computer Science and Technology, Hunan University of Science and Technology, Hunan Provincial Key Lab.",China,0,0,1,0,0,0,0,0,0,1,0,1,0,0
,,,,,,,,Ben Cao,Male,"School of Computer Science and Technology, Hunan University of Science and Technology, Hunan Provincial Key Lab.",China,0,0,0,0,0,0,1,0,0,0,0,1,0,0
,,,,,,,,Siqiang Cheng,Male,"School of Computer Science and Technology, Hunan University of Science and Technology, Hunan Provincial Key Lab.",China,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Teng Long,Male,"School of Computer Science and Technology, Hunan University of Science and Technology, Hunan Provincial Key Lab.",China,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Does Deep Learning improve the performance of duplicate bug report detection? An empirical study,"Bug Detection, Deep Learning, Information Retrieval",5,1,0,0,0,1,Yuan Jiang,Male,"School of Computer Science and technology, Harbin Institute of Technology",China,1,1,1,0,0,1,0,0,1,0,0,0,1,1
,,,,,,,,Xiaohong Su,Female,"School of Computer Science and technology, Harbin Institute of Technology",China,0,0,0,1,0,0,1,1,0,1,0,0,1,1
,,,,,,,,Christoph Treude,Male,"School of Computing and Information Systems, University of Melbourne",Australia,0,0,0,0,1,0,0,0,1,0,0,1,1,0
,,,,,,,,Chao Shang,Male,"School of Computer Science and technology, Harbin Institute of Technology",China,0,1,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,Tiantian Wang,Male,"School of Computer Science and technology, Harbin Institute of Technology",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Optimize along the way: An industrial case study on web performance,"Web Performance, User Experience",3,0,0,0,0,1,Jasper van Riet,Male,Vrije Universiteit Amsterdam,Netherlands,0,1,0,0,1,0,0,0,0,0,0,1,1,0
,,,,,,,,Ivano Malavolta,Male,Vrije Universiteit Amsterdam,Netherlands,1,0,0,0,1,1,0,0,0,1,0,0,0,1
,,,,,,,,Taher A. Ghaleb,Male,"School of Electrical Engineering and Computer Science, University of Ottawa",Canada,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A study of update request comments in Stack Overflow answer posts,"Software Engineering, Stack Overflow",3,0,0,0,1,0,Mohammad Sadegh Sheikhaei,Male,"School of Computing, Queen’s University",Canada,0,1,1,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Yuan Tian,Male,"School of Computing, Queen’s University",Canada,1,0,0,0,0,0,0,1,0,1,1,0,0,1
,,,,,,,,Shaowei Wang,Male,"Department of Computer Science, University of Manitoba",Canada,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
What are the characteristics of highly-selected packages? A case study on the npm ecosystem,"Software Engineering, Open Source, JavaScript",3,0,0,0,0,1,Suhaib Mujahid,Male,"Data-driven Analysis of Software (DAS) Lab, Concordia University, Mozilla Corporation, Montreal, Canada",Canada,1,1,1,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,Rabe Abdalkareem,Male,"Department of Computer Science, Faculty of Science, Omar Al-Mukhtar University",Libya,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Emad Shihab,Male,"Data-driven Analysis of Software (DAS) Lab, Concordia University",Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The uphill journey of FaaS in the open-source community,"Cloud Computing, Software Engineering",2,1,1,0,0,1,Nafise Eskandani,Female,Technische Universität Darmstadt,Germany,1,0,0,0,1,1,0,0,1,0,0,1,1,0
,,,,,,,,Guido Salvaneschi,Male,University of St.Gallen,Switzerland,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Test scenario generation for feature-based context-oriented software systems,"Software Engineering, Testing",4,0,0,1,1,0,Pierre Martou,Male,"ICTEAM, UCLouvain, Louvain-la-Neuve",Belgium,0,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Kim Mens,Male,"ICTEAM, UCLouvain, Louvain-la-Neuve",Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Benoît Duhoux,Male,"ICTEAM, UCLouvain, Louvain-la-Neuve",Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1
