Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Unique Institute Count,Country,Unique Country Count,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision
,,Paulo Borba,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,1,0,1
,,Toni Maciel,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0
,,Wardah Mahmood,Female,1,Chalmers â€” University of Gothenburg,,Sweden,,,,,,,,,0,0,0
,,Thorsten Berger,Male,0,"Chalmers â€” University of Gothenburg, Ruhr University Bochum",,"Sweden, Germany",,,,,,,,,1,0,1
,,JoÃ£o Moisakis,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0
,,Aldiberg Gomes,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0
,,VinÃ­cius Leite,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,"SOA, Cloud Development, Service Reuse, API, Enterprise Systems",Nikolaos Nikolaidis,Male,0,"University of Macedonia, Thessaloniki, Greece",3,Greece,3,8,2,0,1,0,0,1,0,0,0
,,Elvira-Maria Arvanitou,Female,1,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0
,,Christina Volioti,Female,1,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0
,,Theodore Maikantis,Male,0,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0
,,Apostolos Ampatzoglou,Male,0,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,1,0,1
,,Daniel Feitosa,Male,0,"University of Groningen, Groningen, the Netherlands",,Netherlands,,,,,,,,,1,0,1
,,Alexander Chatzigeorgiou,Male,0,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,1,0,1
,,Phillipe Krief,Male,0,"Eclipse Research Labs, Eclipse Foundation, Germany",,Germany,,,,,,,,,1,0,1
Edge to Cloud Tools: A Multivocal Literature Review,"edge computing, cloud resources, orchestration, offloading, computational tasks",Sergio Moreschini,Male,0,"Tampere University, Tampere, Finland",5,Finland,4,6,1,0,1,0,0,1,0,0,0
,,Elham Younesian,Female,1,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic",,"Finland, Czech Republic",,,,,,,,,0,0,0
,,David HÃ¤stbacka,Male,0,"Tampere University, Tampere, Finland",,Finland,,,,,,,,,1,0,1
,,Michele Albano,Male,0,"Aalborg University, Aalborg, Denmark",,Denmark,,,,,,,,,1,0,1
,,JiÅ™Ã­ HoÅ¡ek,Male,0,"Brno University of Technology, Brno, Czech Republic",,Czech Republic,,,,,,,,,1,0,1
,,Davide Taibi,Male,0,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",,Finland,,,,,,,,,1,0,1
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,"Configuration tuning, Bayesian optimization, Configuration space reduction, Big-data systems, Transfer learning",Rong Cao,Male,0,"School of Computer Science and Technology, Xidian University",1,China,1,4,1,0,1,1,1,0,0,0,0
,,Liang Bao,Male,0,"School of Computer Science and Technology, Xidian University",,China,,,,,,,,,1,0,1
,,Kaibi Zhao,Male,0,"School of Computer Science and Technology, Xidian University",,China,,,,,,,,,0,0,0
,,Panpan Zhangsun,Female,1,"School of Computer Science and Technology, Xidian University",,China,,,,,,,,,0,0,0
Feature causality,Software Defects; Feature Causality; Counterfactual Reasoning; Causal Impact Estimation; Feature Interactions,Clemens Dubslaff,Male,0,"Eindhoven University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI), Dresden University of Technology",3,"Netherlands, Germany",2,4,1,0,1,0,0,1,1,0,1
,,Kallistos Weis,Male,0,"Saarland University, Saarland Informatics Campus",,Germany,,,,,,,,,0,0,0
,,Christel Baier,Female,1,"Dresden University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI)",,Germany,,,,,,,,,0,0,0
,,Sven Apel,Male,0,"Saarland University, Saarland Informatics Campus",,Germany,,,,,,,,,1,0,1
Few-shot code translation via task-adapted prompt learning,Pre-trained Models; Code Translation; Few-shot Learning; Parameter-efficient Tuning; Software Engineering,Xuan Li,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",1,China,1,5,1,0,1,0,0,1,0,0,0
,,Shuai Yuan,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0
,,Xiaodong Gu,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0
,,Yuting Chen,Female,1,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,0,0,0
,,Beijun Shen,Male,0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,,,,,,,1,0,1
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,Introductory Programming; Automated Feedback Systems; Control Flow Graph Alignment; Data-Driven Learning Support; Program Repair Algorithms,Md Towhidul Absar Chowdhury,Male,0,Rochester Institute of Technology,1,USA,1,3,1,0,1,0,0,1,0,0,0
,,Maheen Riaz Contractor,Female,1,Rochester Institute of Technology,,USA,,,,,,,,,0,0,0
,,Carlos R. Rivero,Male,0,Rochester Institute of Technology,,USA,,,,,,,,,1,0,1
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,AI-Generated Code Detection; Software Engineering Education; Plagiarism Detection; AI Code Classification; Quality Assurance in AI-generated Code,Phuong T. Nguyen,Female,1,UniversitÃ degli studi dellâ€™Aquila,2,Italy,1,6,1,1,0,0,0,1,0,0,0
,,Juri Di Rocco,Male,0,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0
,,Claudio Di Sipio,Male,0,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0
,,Riccardo Rubei,Male,0,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,,,,,,,0,0,0
,,Davide Di Ruscio,Male,0,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,,,,,,,1,0,1
,,Massimiliano Di Penta,Male,0,UniversitÃ degli studi del Sannio,,Italy,,,,,,,,,1,0,1
Hybrid quantum architecture for smart city security,Smart City Security; Quantum Computing; AI-driven Threat Detection; IoT Vulnerabilities; Data Privacy,Vita Santa Barletta,Female,1,University of Bari Aldo Moro,1,Italy,1,5,1,1,0,0,0,1,0,0,0
,,Danilo Caivano,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,1,0,1
,,Mirko De Vincentiis,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0
,,Anibrata Pal,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0
,,Michele Scalera,Male,0,University of Bari Aldo Moro,,Italy,,,,,,,,,0,0,0
Incivility detection in open source code review and issue discussions,Open Source Development; Code Review; Issue Discussions; Machine Learning for Incivility Detection; Cross-platform Analysis,Isabella Ferreira,Female,1,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",2,Canada,2,3,2,1,0,0,0,1,0,0,0
,,Ahlaam Rafiq,Female,1,"Department of Physics, Indian Institute of Technology, Guwahati, Assam, India",,India,,,,,,,,,0,0,0
,,Jinghui Cheng,Male,0,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",,Canada,,,,,,,,,1,0,1
Incremental-concurrent fusion checking for efficient context consistency,Context-Aware Computing; Smart Applications; Constraint Checking; Environmental Dynamics; Context Consistency,Lingyu Zhang,Male,0,"State Key Laboratory for Novel Software Technology, Nanjing University",2,China,1,5,1,0,1,0,0,1,0,0,0
,,Huiyan Wang,Female,1,"State Key Laboratory for Novel Software Technology, Nanjing University",,China,,,,,,,,,0,0,0
,,Chuyang Chen,Male,0,"Department of Computer Science and Technology, Nanjing University",,China,,,,,,,,,0,0,0
,,Chang Xu,Male,0,"Department of Computer Science and Technology, Nanjing University",,China,,,,,,,,,1,0,1
,,Ping Yu,Male,0,"Department of Computer Science and Technology, Nanjing University",,China,,,,,,,,,0,0,0
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,DevOps; Productivity; Quality Management; Software Maintenance; Process Improvement,Dan Port,Male,0,"Shidler College of Business, University of Hawaii at Manoa, Information Technology Management Department",3,United States,1,3,1,0,1,0,0,1,0,0,0
,,Bill Taber,Male,0,"Jet Propulsion Laboratory, California Institute of Technology, Mission Design and Navigation",,United States,,,,,,,,,1,0,1
,,Parisa Emkani,Female,1,"College of Natural Sciences, University of Hawaii at Manoa, Information and Computer Sciences Department",,United States,,,,,,,,,0,0,0
Local features: Enhancing variability modeling in software product lines,Software Product Lines; Variability Modeling; Feature Models; Domain-Specific Languages; Product Customization,David de Castro,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",1,Spain,1,5,1,0,1,0,0,1,0,0,0
,,Alejandro CortiÃ±as,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,0,0,0
,,Miguel R. Luaces,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,1,0,1
,,Oscar Pedreira,Male,0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,1,0,1
,,Ãngeles Saavedra Places,Female,1,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,,,,,,,0,0,0
Log statements generation via deep learning: Widening the support provided to developers,Logging; Deep Learning in Software Engineering; Information Retrieval; Software Monitoring; Log Statement Injection,Antonio Mastropaolo,Male,0,UniversitÃ della Svizzera Italiana,2,Switzerland,1,4,1,0,1,0,0,1,1,0,1
,,Valentina Ferrari,Female,1,UniversitÃ della Svizzera Italiana,,Switzerland,,,,,,,,,0,0,0
,,Luca Pascarella,Male,0,ETH Zurich,,Switzerland,,,,,,,,,0,0,0
,,Gabriele Bavota,Male,0,UniversitÃ della Svizzera Italiana,,Switzerland,,,,,,,,,1,0,1
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,Object-Oriented Programming; Software Testing; Adaptive Random Testing; Fault Detection; Computational Efficiency,Jinfu Chen,Male,0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",3,China,2,6,3,0,1,0,0,1,1,0,1
,,Jingyi Chen,Female,1,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,,,,,,,0,0,0
,,Lili Zhu,Female,1,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,,,,,,,0,0,0
,,Chengying Mao,Male,0,Jiangxi University of Finance and Economics,,China,,,,,,,,,1,0,1
,,Qihao Bao,Male,0,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,,,,,,,0,0,0
,,Rubing Huang,Female,1,Macau University of Science and Technology,,"Macao, China",,,,,,,,,0,0,0
Monitoring tools for DevOps and microservices: A systematic grey literature review,DevOps Practices; Microservice Architecture; System Monitoring; Grey Literature Review; Software Quality,L. Giamattei,Female,1,"University of Naples Federico II, Italy",6,Italy,4,17,2,1,0,0,0,1,0,0,0
,,A. Guerriero,Male,0,"University of Naples Federico II, Italy",,Italy,,,,,,,,,0,0,0
,,R. Pietrantuono,Male,0,"University of Naples Federico II, Italy",,Italy,,,,,,,,,1,0,1
,,S. Russo,Male,0,"University of Naples Federico II, Italy",,Italy,,,,,,,,,1,0,1
,,I. Malavolta,Male,0,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,1,0,1
,,T. Islam,Male,0,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,0,0,0
,,M. DÃ®nga,Male,0,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,,,,,,,0,0,0
,,A. Koziolek,Male,0,"Karlsruhe Institute of Technology, Germany",,Germany,,,,,,,,,1,0,1
,,S. Singh,Male,0,"Karlsruhe Institute of Technology, Germany",,Germany,,,,,,,,,0,0,0
,,M. Armbruster,Male,0,"Karlsruhe Institute of Technology, Germany",,Germany,,,,,,,,,0,0,0
,,J.M. Gutierrez-Martinez,Male,0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,S. Caro-Alvaro,Male,0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,D. Rodriguez,Male,0,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,S. Weber,Male,0,"FZI Research Center for Information Technology, Germany",,Germany,,,,,,,,,0,0,0
,,J. Henss,Male,0,"FZI Research Center for Information Technology, Germany",,Germany,,,,,,,,,1,0,1
,,E. Fernandez Vogelin,Female,1,"Panel Sistemas Informaticos, Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,F. Simon Panojo,Male,0,"Panel Sistemas Informaticos, Madrid, Spain",,Spain,,,,,,,,,0,0,0
Query-oriented two-stage attention-based model for code search,"code search, deep learning, code representation, attention-based models, semantic gap",Huanhuan Yang,Female,1,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",2,China,2,4,2,1,0,0,0,1,0,0,0
,,Ling Xu,Female,1,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0
,,Chao Liu,Male,0,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0
,,Luwen Huangfu,Male,0,"Fowler College of Business, San Diego State University, CA, 92182, USA; Center for Human Dynamics in the Mobile Age, San Diego State University, CA, 92182, USA",,USA,,,,,,,,,1,0,1
RRGcode: Deep hierarchical search-based code generation,"Code generation, search models, re-ranking, retrieval models, semantic comparison",Qianwen Gou,Female,1,"School of Computer Science, Northwestern Polytechnical University, Xiâ€™an, 710129, China",3,China,1,4,2,1,0,0,1,0,0,0,0
,,Yunwei Dong,Male,0,"School of Software, Northwestern Polytechnical University, Xiâ€™an, 710129, China",,China,,,,,,,,,0,0,0
,,Yujiao Wu,Female,1,"School of Computer Science, Northwestern Polytechnical University, Xiâ€™an, 710129, China",,China,,,,,,,,,0,0,0
,,Qiao Ke,Male,0,"School of Mathematics and Statistics, Northwestern Polytechnical University, Xiâ€™an, 710129, China",,China,,,,,,,,,1,0,1
Runtime verification on abstract finite state models,"Finite-state models, Java, multithreading, runtime verification, temporal logic",K.P. Jevitha,Female,1,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India",3,India,2,3,1,1,0,0,0,1,0,0,0
,,Bharat Jayaraman,Male,0,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, State University of New York at Buffalo, Buffalo, NY, USA",,"India, USA",,,,,,,,,1,0,1
,,M. Sethumadhavan,Male,0,"TIFAC CORE in Cyber Security, Amrita School of Engineering, Coimbatore, Amrita Vishwa Vidyapeetham, India",,India,,,,,,,,,1,0,1
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,"Healthcare, AI, Machine Learning, Semantic Interoperability, Healthcare Digitization",Emmanouil S. Rigas,Male,0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",4,Greece,1,9,2,0,1,0,1,0,1,0,1
,,Paris Lagakis,Male,0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,Greece,,,,,,,,,0,0,0
,,Makis Karadimas,Male,0,Netcompany - Intrasoft,,Greece,,,,,,,,,0,0,0
,,Evangelos Logaras,Male,0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,Greece,,,,,,,,,0,0,0
,,Dimitra Latsou,Female,1,Pharmecons Easy Access,,Greece,,,,,,,,,0,0,0
,,Magda Hatzikou,Female,1,Pharmecons Easy Access,,Greece,,,,,,,,,0,0,0
,,Athanasios Poulakidas,Male,0,Netcompany - Intrasoft,,Greece,,,,,,,,,1,0,1
,,Antonis Billis,Male,0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,Greece,,,,,,,,,1,0,1
,,Panagiotis D. Bamidis,Male,0,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",,Greece,,,,,,,,,1,0,1
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,"anomaly detection, microservices, distributed traces, profiling metrics, graph analysis",Mahsa Panahandeh,Female,1,University of Alberta,3,Canada,1,4,1,1,0,0,1,0,0,0,0
,,Abdelwahab Hamou-Lhadj,Male,0,Concordia University,,Canada,,,,,,,,,1,0,1
,,Mohammad Hamdaqa,Male,0,Polytechnique Montreal,,Canada,,,,,,,,,0,0,0
,,James Miller,Male,0,University of Alberta,,Canada,,,,,,,,,1,0,1
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,"NLP, Test case generation, Requirements, Software testing, Automation",Jin Wei Lim,Male,0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",1,Malaysia,1,7,4,0,1,1,1,0,0,0,0
,,Thiam Kian Chiew,Male,0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,,,,,,,1,0,1
,,Moon Ting Su,Female,1,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,,,,,,,0,0,0
,,Simying Ong,Female,1,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,,,,,,,0,0,0
,,Hema Subramaniam,Female,1,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,,,,,,,0,0,0
,,Mumtaz Begum Mustafa,Female,1,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,,,,,,,0,0,0
,,Yin Kia Chiam,Male,0,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,,,,,,,0,0,0
The effects of required security on software development effort,"Security, Software Development, Cost Models, Secure Software, Information Systems",Elaine Venson,Female,1,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",2,USA,1,3,1,1,0,0,1,0,0,0,0
,,Bradford Clark,Male,0,"Software Metrics Inc., Haymarket, VA, USA",,USA,,,,,,,,,0,0,0
,,Barry Boehm,Male,0,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",,USA,,,,,,,,,1,0,1
The slow and the furious? Performance antipattern detection in Cyberâ€“Physical Systems,"Cyberâ€“Physical Systems, Performance, Antipatterns, Static Analysis, Software Performance",Imara van Dinten,Female,1,Delft University of Technology,2,Netherlands,1,4,1,1,0,0,1,0,0,0,0
,,Pouria Derakhshanfar,Male,0,JetBrains Research,,Netherlands,,,,,,,,,0,0,0
,,Annibale Panichella,Male,0,Delft University of Technology,,Netherlands,,,,,,,,,1,0,1
,,Andy Zaidman,Male,0,Delft University of Technology,,Netherlands,,,,,,,,,1,0,1
Understanding participation and corporatization in service of diversity in free/libre and open source software development projects,"software development, FLOSS, corporate engagement, diversity, GitHub",Olivia B. Newton,Female,1,"a: Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA",2,USA,1,2,1,1,0,0,1,0,0,0,0
,,Stephen M. Fiore,Male,0,"a: Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA, b: Department of Philosophy, University of Central Florida, Orlando, FL, USA",,USA,,,,,,,,,1,0,1
Understanding Virtual Onboarding Dynamics and Developer Turnover Intention in the Era of Pandemic,"Onboarding, Turnover, Virtual Work, Retention, Pandemic",Gorkem Akdur,Male,0,Kadir Has University,2,Turkey,2,3,1,0,1,0,0,1,0,0,0
,,Mehmet N. Aydin,Male,0,Kadir Has University,,Turkey,,,,,,,,,1,0,1
,,Gizdem Akdur,Female,1,University of Hertfordshire,,UK,,,,,,,,,0,0,0
Unlocking inclusive education: A quality assessment of software design in applications for children with autism,"Assistive technologies, software engineering, autism, inclusive education, user-centered design",Yussy Chinchay,Female,1,"Universidad AutÃ³noma de Madrid, Ciudad Universitaria de Cantoblanco, Madrid, Spain",1,Spain,1,3,1,1,0,1,1,0,0,0,0
,,Javier Gomez,Male,0,"Universidad AutÃ³noma de Madrid, Ciudad Universitaria de Cantoblanco, Madrid, Spain",,Spain,,,,,,,,,1,0,1
,,GermÃ¡n Montoro,Male,0,"Universidad AutÃ³noma de Madrid, Ciudad Universitaria de Cantoblanco, Madrid, Spain",,Spain,,,,,,,,,1,0,1
Variability management and software product line knowledge in software companies,"software product line engineering, variability management, reuse practices, software development companies, empirical study",Antonio M. GutiÃ©rrez-FernÃ¡ndez,Male,0,"I3US, Universidad de Sevilla, ETSII, Av. Reina Mercedes s/n, Seville, Sevilla, Spain",4,Spain,3,5,2,0,1,0,0,1,0,0,0
,,Ana Eva ChacÃ³n-Luna,Female,1,"Universidad Estatal de Milagro, Km. 1 1/2 vÃ­a km. 26, Milagro, Ecuador",,Ecuador,,,,,,,,,0,0,0
,,David Benavides,Male,0,"I3US, Universidad de Sevilla, ETSII, Av. Reina Mercedes s/n, Seville, Sevilla, Spain",,Spain,,,,,,,,,0,0,0
,,Lidia Fuentes,Female,1,"ITIS Software, Universidad de MÃ¡laga, MÃ¡laga, Spain",,Spain,,,,,,,,,0,0,0
,,Rick Rabiser,Male,0,"CDL VaSiCS, LIT CPS Lab, Johannes Kepler University Linz, Altenberger StraÃŸe 69, Linz, Austria",,Austria,,,,,,,,,1,0,1
176,,,,,,0,,0,,,,,,,,,,
