Paper Title,Conceptualization,FemaleConCep,MaleConCep,Female Conceptualization Ratio,Male Conceptualization Ratio,Data Curation,Female,Male,Female Data_Curation Ratio,Male Data_Curation Ratio,Formal Analysis,Female,Male,Female Formal_Analysis Ratio,Male Formal_Analysis Ratio,Funding Acquisition,Female,Male,Female Funding Acquisition Ratio,Male Funding Acquisition Ratio,Investigation,Female,Male,Female Investigation Ratio,Male Investigation Ratio,Methodology,Female,Male,Female Methodology Ratio,Male Methodology Ratio,Project Administration,Female,Male,Female Project Administration Ratio,Male Project Administration Ratio,Resources,Feamle,Male,Female Resources Ratio,Male Resources Ratio,Software,FemaleSoftware,MaleSoftware,Female Software Ratio,Male Software Ratio,Supervision,FemaleSup,MaleSup,Female Supervision Ratio,Male Supervision Ratio,Validation,FemaleValidation,MaleValidation,Female Validation Ratio,Male Validation Ratio,Visualization,FemaleVisualization,MaleVisualization,Female Visualization Ratio,Male Visualization Ratio,Writing â€“ Original Draft,FemaleOriginalDraft,MaleOriginalDraft,Female Writing â€“ Original Draft Ratio,Male Writing â€“ Original Draft Ratio,Writing â€“ Review & Editing,FemaleReview,MaleReview,Female Writing â€“ Review & Editing Ratio,Male Writing â€“ Review & Editing Ratio
,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
SEET: Symbolic Execution of ETL Transformations,1,1,0,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.50,0.00,1,1,0,0.50,1.00,0,0,0,0.00,1.00,0,0,0,0.00,0.00,1,1,0,0.50,0.00,0,0,0,0.50,1.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
The influence of Technical Debt on software developer morale,1,1,0,1.00,1.00,1,1,0,1.00,0.00,1,1,0,1.00,0.67,0,0,0,0.00,0.00,1,1,0,1.00,0.67,1,1,0,1.00,1.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,1,1,0,1.00,0.67,1,1,0,1.00,0.67,1,1,0,1.00,0.67,1,1,0,1.00,0.00
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
"Uncertainty in information system development: Causes, effects, and coping mechanisms",1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.50,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.50
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Achieving agility and quality in product development - an empirical study of hardware startups,1,0,1,0.00,0.75,1,0,1,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,1,0,1,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,1.00,0.50,0,0,0,1.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.75,1,0,1,1.00,1.00
,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Integrating GitLab metrics into coursework consultation sessions in a software engineering course,1,0,1,0.67,0.50,1,0,1,0.33,0.25,1,0,1,0.33,0.25,0,0,0,0.00,0.00,1,0,1,0.33,0.25,1,0,1,0.67,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.25,0,0,0,0.33,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.25,0,0,0,1.00,0.75
,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Substructure similarity search for engineering service-based systems,1,0,1,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,1.00,0.00,1,0,1,0.00,0.25,0,0,0,0.00,0.25,0,0,0,1.00,0.00,1,0,1,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,1,0,1,0.00,0.25,0,0,0,0.00,0.25
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
Relation-based test case prioritization for regression testing,1,0,1,0.00,0.25,0,0,0,0.00,0.00,1,0,1,0.00,0.25,0,0,0,0.00,0.25,1,0,1,0.00,0.25,1,0,1,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,1,0,1,0.00,0.25,0,0,0,0.33,0.50,0,0,0,0.00,0.25,1,0,1,0.00,0.50,1,0,1,0.00,0.25,1,0,1,1.00,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
GAP: Forecasting commit activity in git projects,1,0,1,1.00,0.67,1,0,1,1.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.33,1,0,1,1.00,0.33,1,0,1,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.33,1,0,1,1.00,0.67,1,0,1,1.00,1.00
,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Systematic literature review of empirical studies on mental representations of programs,1,1,0,1.00,1.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Inner source software development: Current thinking and an agenda for future research,0,0,0,1.00,0.00,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,1.00,0.67
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Modeling programs hierarchically with stack-augmented LSTM,1,1,0,1.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.50,1,1,0,1.00,0.00,0,0,0,0.00,0.50,1,1,0,1.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Cloud reliability and efficiency improvement via failure risk based proactive actions,1,1,0,1.00,1.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,1.00,1,1,0,1.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Cost-efficient dynamic scheduling of big data applications in apache spark on cloud,1,0,1,1.00,1.00,1,0,1,0.00,0.33,1,0,1,1.00,0.67,0,0,0,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.67,0,0,0,0.00,0.33,0,0,0,0.00,0.33,1,0,1,0.00,0.33,0,0,0,1.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.33,0,0,0,1.00,0.67
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
An Android application risk evaluation framework based on minimum permission set identification,1,0,1,0.00,0.25,0,0,0,1.00,0.00,0,0,0,1.00,0.00,0,0,0,0.00,0.25,0,0,0,0.00,0.00,1,0,1,0.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.00,1,0,1,0.00,0.25,0,0,0,0.00,0.25
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
LAURA architecture: Towards a simpler way of building situation-aware and business-aware IoT applications,1,0,1,0.00,0.50,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,1,0,1,0.00,0.33,1,0,1,0.00,0.17,0,0,0,0.00,0.67,1,0,1,0.00,0.83,0,0,0,0.00,0.17,1,0,1,0.00,0.17,0,0,0,0.00,0.00,1,0,1,0.00,0.17,1,0,1,1.00,0.50
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
A model-driven approach for the development of native mobile applications focusing on the data layer,1,0,1,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.33,0,0,0,1.00,0.00,1,0,1,0.00,0.33,0,0,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.33,1,0,1,0.00,0.67,0,0,0,0.00,0.33,1,0,1,0.00,1.00,1,0,1,0.00,0.33,1,0,1,0.00,0.33,1,0,1,1.00,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
A framework for pervasive computing applications based on smart objects...,1,0,1,1.00,1.00,0,0,0,1.00,0.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,1.00,1.00
,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
ThermoSim: Deep learning based framework for modeling and simulation of thermal-aware resource management for cloud computing environments,1,0,1,0.50,0.54,1,0,1,0.00,0.38,1,0,1,0.00,0.38,0,0,0,0.00,0.00,1,0,1,0.00,0.08,1,0,1,0.50,0.54,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.31,0,0,0,0.00,0.31,1,0,1,0.00,0.23,1,0,1,0.50,0.23,1,0,1,0.50,0.46,1,0,1,1.00,1.00
,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,
,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
Automated defect identification via path analysis-based features with transfer learning,1,0,1,0.00,0.67,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,1.00,0.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
Three decades of software reference architectures: A systematic mapping study,1,1,0,0.67,0.75,1,1,0,0.33,0.00,1,1,0,0.33,0.75,0,0,0,0.00,0.00,1,1,0,0.33,0.75,1,1,0,1.00,0.75,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.33,0.75,1,1,0,0.33,0.00,1,1,0,0.33,0.00,1,1,0,1.00,0.75
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
