Paper Title,Gender,Total Authors,Female Authors,Study Domain Terms,,Study_Area,Study_Area2,Author Name,gender_annotation,Affiliation,Country,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Conceptualization,FemaleConCep,MaleConCep,Data Curation,Female,Male,Formal Analysis,Female,Male,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,FemaleSup,MaleSup,Validation,Visualization,Writing â€“ Original Draft,Writing â€“ Review & Editing,FemaleLead,MaleLead
CODE reuse in practice: Benefiting or harming technical debt,Male,5,1,Software Reuse; Technical Debt; Software Engineering; Case Study; OSS Systems,[title] CODE reuse in practice: Benefiting or harming technical debt [keywords]  Software Reuse; Technical Debt; Software Engineering; Case Study; OSS Systems,,,Daniel Feitosa,0,"Data Research Centre, University of Groningen, Groningen, the Netherlands",Netherlands,0,0,0,1,1,0,1,1,0,,1,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
,Male,,,,[title]  [keywords],,,Apostolos Ampatzoglou,0,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",Greece,,,,,1,0,1,1,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Antonios Gkortzis,0,"Department of Management Science and Technology, Athens University of Economics and Business, Greece",Greece,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
,Female,,,,[title]  [keywords],,,Stamatia Bibi,1,"Department of Informatics and Telecommunications, University of Western Macedonia, Kozani, Greece",Greece,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Alexander Chatzigeorgiou,0,"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece",Greece,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
SEET: Symbolic Execution of ETL Transformations,Female,3,2,Model Transformations; Symbolic Execution; ETL Errors; Constraint Solvers; Eclipse Integration,[title] SEET: Symbolic Execution of ETL Transformations [keywords]  Model Transformations; Symbolic Execution; ETL Errors; Constraint Solvers; Eclipse Integration,,,Banafsheh Azizi,1,"MDSE Research Group, Department of Software Engineering, University of Isfahan",Iran,1,1,1,0,1,1,0,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Bahman Zamani,0,"MDSE Research Group, Department of Software Engineering, University of Isfahan",Iran,,,,,1,0,1,0,0,,0,,,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Shekoufeh Kolahdouz-Rahimi,1,"MDSE Research Group, Department of Software Engineering, University of Isfahan",Iran,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
The influence of Technical Debt on software developer morale,Female,4,1,Technical Debt Management; Software Developer Productivity; Developer Morale; Time Wastage in Software Development; Software Engineering Practices,[title] The influence of Technical Debt on software developer morale [keywords]  Technical Debt Management; Software Developer Productivity; Developer Morale; Time Wastage in Software Development; Software Engineering Practices,,,Terese Besker,1,"Chalmers University of Technology, HÃ¶rselgÃ¥ngen 4, 417 56 Gothenburg, Sweden",Sweden,1,0,0,1,1,1,0,1,1,,1,,,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Hadi Ghanbari,0,"Aalto University, Ekonominaukio 1, 02510, Espoo, Finland",Finland,,,,,1,0,1,0,0,,1,,,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Antonio Martini,0,"University of Oslo, Department of Informatics, GaustadallÃ©en 23B, 0373 Oslo, Norway",Norway,,,,,1,0,1,0,0,,1,,,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Jan Bosch,0,"Chalmers University of Technology, HÃ¶rselgÃ¥ngen 4, 417 56 Gothenburg, Sweden",Sweden,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Uncertainty in information system development: Causes, effects, and coping mechanisms",Male,3,1,Information System Development; Project Management; Uncertainty; Software Industry; Coping Mechanisms,"[title] Uncertainty in information system development: Causes, effects, and coping mechanisms [keywords]  Information System Development; Project Management; Uncertainty; Software Industry; Coping Mechanisms",,,Toni Taipalus,0,University of Jyvaskyla,Finland,0,1,1,0,1,0,1,0,0,,1,,,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Ville SeppÃ¤nen,0,University of Jyvaskyla,Finland,,,,,1,0,1,0,0,,1,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Maritta Pirhonen,1,University of Jyvaskyla,Finland,,,,,1,1,0,0,0,,1,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Descriptions of issues and comments for predicting issue success in software projects,Female,3,3,Software Development; Issue Tracking Systems; Machine Learning; Prediction Models; Software Project Success,[title] Descriptions of issues and comments for predicting issue success in software projects [keywords]  Software Development; Issue Tracking Systems; Machine Learning; Prediction Models; Software Project Success,,,Sandra L. RamÃ­rez-Mora,1,"Posgrado en Ciencia e IngenierÃ­a de la ComputaciÃ³n, Universidad Nacional AutÃ³noma de MÃ©xico, Mexico City, Mexico",Mexico,1,0,1,0,1,1,0,1,1,,1,,,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
,Female,,,,[title]  [keywords],,,Hanna Oktaba,1,"Facultad de Ciencias, Universidad Nacional AutÃ³noma de MÃ©xico, Mexico City, Mexico",Mexico,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Helena GÃ³mez-Adorno,1,"Instituto de Investigaciones en MatemÃ¡ticas Aplicadas y en Sistemas, Universidad Nacional AutÃ³noma de MÃ©xico, Mexico City, Mexico",Mexico,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
Achieving agility and quality in product development - an empirical study of hardware startups,Male,5,1,Agile Development; Hardware Startups; Product Quality; Technical Debt; Evolutionary Prototyping,[title] Achieving agility and quality in product development - an empirical study of hardware startups [keywords]  Agile Development; Hardware Startups; Product Quality; Technical Debt; Evolutionary Prototyping,,,VebjÃ¸rn Berg,0,Norwegian University of Science and Technology,Norway,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
,Male,,,,[title]  [keywords],,,JÃ¸rgen Birkeland,0,Norwegian University of Science and Technology,Norway,,,,,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Anh Nguyen-Duc,0,University of South-Eastern Norway,Norway,,,,,1,0,1,0,0,,0,,,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Ilias O. Pappas,0,"Norwegian University of Science and Technology, University of Agder","Norway, Norway",,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Letizia Jaccheri,1,Norwegian University of Science and Technology,Norway,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
Integrating GitLab metrics into coursework consultation sessions in a software engineering course,Male,7,3,Software Engineering Education; GitLab Metrics; Collaborative Coding; Student Project Assessment; Educational Software Development Tools,[title] Integrating GitLab metrics into coursework consultation sessions in a software engineering course [keywords]  Software Engineering Education; GitLab Metrics; Collaborative Coding; Student Project Assessment; Educational Software Development Tools,,,Sukru Eraslan,0,"Department of Computer Science, University of Manchester",United Kingdom,0,0,1,0,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,[title]  [keywords],,,Kamilla Kopec-Harding,1,"Research IT, University of Manchester",United Kingdom,,,,,1,1,0,1,1,,1,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Caroline Jay,1,"Department of Computer Science, University of Manchester",United Kingdom,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Suzanne M. Embury,1,"Department of Computer Science, University of Manchester",United Kingdom,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Robert Haines,0,"Research IT, University of Manchester",United Kingdom,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Julio CÃ©sar CortÃ©s RÃ­os,0,"Department of Computer Science, University of Manchester",United Kingdom,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Peter Crowther,0,"Research IT, University of Manchester",United Kingdom,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Substructure similarity search for engineering service-based systems,Male,5,1,Service-Oriented Architecture; Software Engineering; Substructure Similarity Search; Service-Based Systems; Feature-Based Method,[title] Substructure similarity search for engineering service-based systems [keywords]  Service-Oriented Architecture; Software Engineering; Substructure Similarity Search; Service-Based Systems; Feature-Based Method,,,Jintao Wu,0,"Anhui University, School of Computer Science and Technology, Key Laboratory of Quantitative Remote Sensing in Agriculture","China, China",0,0,0,1,1,0,1,0,0,,0,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Xing Guo,0,"Anhui University, School of Computer Science and Technology",China,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Male,,,,[title]  [keywords],,,Guijun Yang,0,"Key Laboratory of Quantitative Remote Sensing in Agriculture, Beijing Research Center for Information Technology in Agriculture",China,,,,,0,0,0,0,0,,1,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Shuhui Wu,1,"Hefei University of Technology, School of Management",China,,,,,0,0,0,0,0,,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Jianguo Wu,0,"Anhui University, School of Computer Science and Technology",China,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Relation-based test case prioritization for regression testing,Male,7,3,Regression Testing; Fault Detection; Test Case Prioritization; Dynamic Call Sequences; Bug Detection,[title] Relation-based test case prioritization for regression testing [keywords]  Regression Testing; Fault Detection; Test Case Prioritization; Dynamic Call Sequences; Bug Detection,,,Jianlei Chi,0,"Ministry of Education Key Lab for Intelligent Network and Network Security, Xiâ€™an Jiaotong University",China,0,0,0,1,1,0,1,0,0,,1,,,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
,Male,,,,[title]  [keywords],,,Yu Qu,0,"Department of Computer Science and Engineering, University of California, Riverside",USA,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
,Male,,,,[title]  [keywords],,,Qinghua Zheng,0,"Ministry of Education Key Lab for Intelligent Network and Network Security, Xiâ€™an Jiaotong University",China,,,,,0,0,0,0,0,,0,,,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Zijiang Yang,0,"Department of Computer Science, Western Michigan University",USA,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Wuxia Jin,1,"Ministry of Education Key Lab for Intelligent Network and Network Security, Xiâ€™an Jiaotong University",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Di Cui,1,"Ministry of Education Key Lab for Intelligent Network and Network Security, Xiâ€™an Jiaotong University",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Ting Liu,1,"Ministry of Education Key Lab for Intelligent Network and Network Security, Xiâ€™an Jiaotong University",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
GAP: Forecasting commit activity in git projects,Male,4,1,Commit Forecasting; Survival Analysis; Git Activity; Open Source Software; Developer Abandonment,[title] GAP: Forecasting commit activity in git projects [keywords]  Commit Forecasting; Survival Analysis; Git Activity; Open Source Software; Developer Abandonment,,,Alexandre Decan,0,"Software Engineering Lab, University of Mons, Belgium",Belgium,0,0,0,1,1,0,1,1,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
,Female,,,,[title]  [keywords],,,Eleni Constantinou,1,"Software Engineering Lab, University of Mons, Belgium; Eindhoven University of Technology, Netherlands","Belgium, Netherlands",,,,,1,1,0,1,1,,0,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Tom Mens,0,"Software Engineering Lab, University of Mons, Belgium",Belgium,,,,,1,0,1,0,0,,0,,,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Henrique Rocha,0,"Lab On Reengineering (LORE - Ansymo), University of Antwerp, Belgium",Belgium,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Systematic literature review of empirical studies on mental representations of programs,Female,3,1,Program Comprehension; Mental Representations; Empirical Studies in Programming; Programming Languages; Psychology of Programming,[title] Systematic literature review of empirical studies on mental representations of programs [keywords]  Program Comprehension; Mental Representations; Empirical Studies in Programming; Programming Languages; Psychology of Programming,,,Leah Bidlake,1,"Faculty of Computer Science, University of New Brunswick, 550 Windsor St, Fredericton, NB, Canada",Canada,1,0,1,0,1,1,0,1,1,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Eric Aubanel,0,"Faculty of Computer Science, University of New Brunswick, 550 Windsor St, Fredericton, NB, Canada",Canada,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Daniel Voyer,0,"Department of Psychology, University of New Brunswick, Canada",Canada,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Inner source software development: Current thinking and an agenda for future research,Male,4,1,Open Source Software; Inner Source Development; Systematic Literature Review; Management Challenges; Research Agenda,[title] Inner source software development: Current thinking and an agenda for future research [keywords]  Open Source Software; Inner Source Development; Systematic Literature Review; Management Challenges; Research Agenda,,,Henry Edison,0,"Lero, National University of Ireland Galway",Ireland,0,1,1,0,0,0,0,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Noel Carroll,0,"Lero, National University of Ireland Galway",Ireland,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Lorraine Morgan,1,"Lero, National University of Ireland Galway",Ireland,,,,,1,1,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Kieran Conboy,0,"Lero, National University of Ireland Galway",Ireland,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Modeling programs hierarchically with stack-augmented LSTM,Female,3,1,Programming Language Modeling; Neural Networks; Code Completion; Program Classification; Code Summarization,[title] Modeling programs hierarchically with stack-augmented LSTM [keywords]  Programming Language Modeling; Neural Networks; Code Completion; Program Classification; Code Summarization,,,Fang Liu,1,"Peking University, Beijing",China,1,1,1,0,1,1,0,1,1,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0
,Male,,,,[title]  [keywords],,,Lu Zhang,0,"Peking University, Beijing",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Zhi Jin,0,"Peking University, Beijing",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Cloud reliability and efficiency improvement via failure risk based proactive actions,Female,3,1,Cloud Computing; Reliability Engineering; Failure Prediction; Proactive Failure Mitigation; Resource Optimization,[title] Cloud reliability and efficiency improvement via failure risk based proactive actions [keywords]  Cloud Computing; Reliability Engineering; Failure Prediction; Proactive Failure Mitigation; Resource Optimization,,,Yuli Tian,1,"School of Computer Science, Northwestern Polytechnical University; Ministry of Industry and Information Technology Key Laboratory of Big Data Storage and Management",China,1,0,0,1,1,1,0,0,0,,1,,,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Jeff Tian,0,"Department of Computer Science, Southern Methodist University; School of Informatics, Northwest University","USA, China",,,,,1,0,1,0,0,,0,,,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Ning Li,0,"School of Computer Science, Northwestern Polytechnical University; Ministry of Industry and Information Technology Key Laboratory of Big Data Storage and Management",China,,,,,1,0,1,0,0,,0,,,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Cost-efficient dynamic scheduling of big data applications in apache spark on cloud,Male,4,1,Cloud Computing; Big Data Processing; Job Scheduling; Resource Optimization; Apache Spark,[title] Cost-efficient dynamic scheduling of big data applications in apache spark on cloud [keywords]  Cloud Computing; Big Data Processing; Job Scheduling; Resource Optimization; Apache Spark,,,Muhammed Tawfiqul Islam,0,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne",Australia,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1
,Male,,,,[title]  [keywords],,,Satish Narayana Srirama,0,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, The University of Melbourne; Mobile & Cloud Lab, Institute of Computer Science, University of Tartu","Australia, Estonia",,,,,1,0,1,0,0,,1,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Shanika Karunasekera,1,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne",Australia,,,,,1,1,0,0,0,,1,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Rajkumar Buyya,0,"Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne",Australia,,,,,1,0,1,0,0,,0,,,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
An Android application risk evaluation framework based on minimum permission set identification,Male,5,1,Android Security; App Permissions; Overprivilege Detection; Static Analysis; Collaborative Filtering,[title] An Android application risk evaluation framework based on minimum permission set identification [keywords]  Android Security; App Permissions; Overprivilege Detection; Static Analysis; Collaborative Filtering,,,Jianmao Xiao,0,"College of Intelligence and Computing, Tianjin University, Tianjin, China",China,0,0,0,1,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Shizhan Chen,0,"College of Intelligence and Computing, Tianjin University, Tianjin, China",China,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Qiang He,0,"School of Software and Electrical Engineering, Swinburne University of Technology, Hawthorn, VIC 3122, Australia",Australia,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Zhiyong Feng,0,"College of Intelligence and Computing, Tianjin University, Tianjin, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
